#{"t_start": 1744804027.2058632, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
35.0,1499,36.478844
30.0,1743,36.786115
55.0,1529,37.055762
80.0,1581,37.334464
180.0,2029,37.688815
80.0,1261,37.913543
290.0,2605,38.380169
15.0,1355,38.621346
65.0,1129,38.829445
35.0,1253,39.050482
155.0,2605,39.50347
135.0,1795,41.984944
35.0,1541,42.256662
395.0,3611,42.888138
85.0,1493,43.148589
170.0,2451,43.578046
260.0,1849,43.90144
135.0,3173,44.466284
150.0,1765,44.780226
45.0,1207,44.998957
110.0,2193,45.382992
120.0,1717,45.682656
210.0,1893,46.014338
135.0,1897,46.346246
35.0,1617,46.629299
545.0,2785,47.110748
50.0,1661,47.401887
135.0,1953,47.745226
105.0,1725,48.049511
110.0,1847,48.394361
210.0,2515,48.842591
105.0,1981,49.192964
110.0,1907,49.54366
155.0,1807,49.859073
80.0,1231,50.083087
65.0,1625,50.379291
210.0,2003,50.730916
75.0,1029,50.90889
255.0,2035,51.268816
210.0,2269,51.665837
210.0,2431,52.089188
215.0,2915,52.610932
60.0,1895,52.959023
110.0,2283,53.361285
120.0,2169,53.754262
120.0,2001,54.104236
180.0,2117,54.490223
210.0,2417,54.913499
105.0,1663,55.213012
460.0,3323,55.793638
185.0,1991,56.141379
110.0,1995,56.492036
210.0,2175,56.880718
160.0,2087,57.248732
55.0,1575,57.526445
55.0,1933,57.865214
305.0,2267,58.270361
100.0,1707,58.575839
80.0,2373,59.005727
135.0,1947,59.351373
165.0,2367,59.768897
110.0,1781,61.844293
35.0,1141,62.047662
80.0,1497,62.312264
110.0,2273,62.710064
75.0,1687,63.00371
110.0,2065,63.363326
130.0,2449,63.794201
295.0,3527,64.422532
35.0,1493,64.685136
65.0,1493,64.958353
50.0,1911,65.293841
75.0,1749,65.604531
125.0,1949,65.947192
180.0,1313,66.177114
55.0,1157,66.381214
170.0,2921,66.90917
50.0,1187,67.118572
180.0,2293,67.535142
155.0,1843,67.860635
260.0,3077,68.408605
140.0,2045,68.768676
145.0,2125,69.140616
135.0,2813,69.632915
280.0,2383,70.050809
50.0,1543,70.324107
340.0,3092,70.866968
135.0,2291,71.280196
25.0,1169,71.48948
80.0,1523,71.758769
50.0,1215,71.974868
210.0,2563,72.424096
60.0,1893,72.760799
540.0,3835,73.460025
60.0,1353,73.696951
110.0,1795,74.016197
260.0,2631,74.477959
40.0,1265,74.707278
35.0,1689,75.010939
75.0,1159,75.211872
135.0,1887,75.544659
80.0,1469,75.801136
125.0,1951,76.146095
160.0,2417,76.570066
195.0,2065,76.934237
150.0,1965,77.285474
210.0,1917,77.622808
45.0,1371,77.865238
35.0,1337,78.101721
195.0,1981,78.459866
155.0,1871,78.788217
190.0,2347,79.203196
65.0,1591,79.484541
210.0,2049,81.891129
35.0,1075,82.279011
155.0,2349,83.108589
180.0,2099,83.885815
155.0,2501,84.77193
110.0,1555,85.327311
180.0,2141,86.100897
150.0,1473,86.631157
50.0,1189,87.066235
360.0,2892,88.208253
105.0,2099,88.96106
75.0,1401,89.452796
80.0,1853,90.095762
155.0,2595,91.048904
210.0,1761,91.695227
210.0,2389,92.578364
45.0,1551,93.114488
135.0,2023,93.84788
55.0,1495,94.361425
410.0,2773,95.34422
320.0,2209,96.133334
110.0,1547,96.71003
60.0,2051,97.463702
60.0,1519,98.073269
110.0,2005,98.879177
135.0,2121,99.724202
215.0,2973,100.88919
65.0,1479,101.441776
100.0,1795,102.098011
120.0,1999,102.839502
50.0,1165,103.25804
75.0,1177,103.704198
260.0,2887,104.761692
65.0,1329,105.232759
130.0,1807,105.915822
350.0,3197,107.117682
50.0,2001,107.861687
110.0,1609,108.442598
205.0,2141,109.198839
45.0,1711,109.819342
55.0,1223,110.249792
200.0,2823,111.306684
180.0,2139,112.113684
115.0,1657,112.721038
145.0,2359,113.563011
125.0,2011,114.361954
165.0,1869,115.159124
105.0,1443,115.756408
225.0,1969,116.55938
70.0,2247,117.48797
135.0,1921,118.271791
135.0,1939,119.051986
30.0,1137,119.508437
230.0,2737,122.527046
110.0,2817,123.569127
55.0,1617,124.183126
150.0,2313,125.039736
55.0,1761,125.658195
370.0,2811,126.727348
55.0,1151,127.148888
140.0,2053,127.901883
215.0,2389,128.859802
110.0,1511,129.45425
550.0,3765,130.935701
175.0,2457,131.95584
135.0,2231,132.882928
85.0,1507,133.497173
15.0,1453,134.086402
140.0,1941,134.877432
90.0,1485,135.479378
215.0,2747,136.605555
180.0,2633,137.684849
160.0,3063,138.961272
135.0,1931,139.69108
235.0,2757,140.751688
210.0,2217,141.607202
155.0,1985,142.377633
65.0,1539,142.987918
110.0,2103,143.830185
140.0,2011,144.616392
125.0,2071,145.444333
135.0,1569,146.041505
165.0,1863,146.764727
50.0,1121,147.185613
120.0,1663,147.825554
370.0,3157,149.075694
185.0,3263,150.43713
320.0,2335,151.401135
160.0,2411,152.408103
75.0,1521,153.044978
80.0,1435,153.634889
65.0,1157,154.106459
350.0,2889,155.303571
45.0,1451,155.900147
135.0,2195,156.80834
210.0,1979,157.629056
195.0,2299,158.562441
155.0,1953,159.368715
125.0,1937,160.175725
210.0,2453,161.14068
50.0,1245,161.630937
125.0,1753,162.287247
155.0,2119,165.653216
210.0,2943,166.79088
125.0,2101,167.603544
135.0,2111,168.491108
245.0,2669,169.606948
110.0,1923,170.399662
35.0,1867,171.188509
210.0,2113,172.063894
240.0,2865,173.267776
210.0,2399,174.244531
75.0,1181,174.714802
80.0,1513,175.338752
410.0,2505,176.375757
240.0,2641,177.480863
125.0,1675,178.177421
180.0,2483,179.237746
40.0,1063,179.6837
155.0,2505,180.733878
110.0,2259,181.697544
130.0,1585,182.364012
95.0,1907,183.120463
180.0,2213,183.986915
315.0,3835,185.475509
110.0,1545,186.057705
110.0,1375,186.590815
135.0,1951,187.34703
65.0,1153,187.794338
135.0,2315,188.675815
80.0,1889,189.384826
290.0,2881,190.514298
180.0,2403,191.423459
190.0,2773,192.43537
105.0,1915,193.17058
100.0,1831,193.892606
460.0,2959,195.031765
180.0,2553,196.008238
270.0,3095,197.210054
135.0,2259,198.079527
120.0,2057,198.910039
180.0,1999,199.740993
360.0,2401,200.67991
110.0,2107,201.457559
80.0,1157,201.871746
55.0,1133,202.327528
80.0,1505,202.907991
110.0,1835,203.626256
50.0,1097,204.027771
380.0,2431,204.937174
75.0,1175,205.370074
135.0,2021,208.346075
360.0,2411,209.33796
110.0,2161,210.202108
420.0,3011,211.435694
80.0,1233,211.898049
260.0,4115,213.462257
105.0,1957,214.176672
255.0,2851,215.285917
215.0,2681,216.323858
215.0,2409,217.209591
155.0,2371,218.085941
210.0,2869,219.192797
210.0,2683,220.176423
210.0,2417,221.03347
50.0,1155,221.471051
265.0,2863,222.567173
30.0,1177,223.024161
180.0,2439,223.954118
210.0,1895,224.628848
120.0,2223,225.450622
185.0,1985,226.209678
110.0,2083,226.981447
135.0,2331,227.817227
105.0,2007,228.586643
210.0,2461,229.503533
130.0,2319,230.371036
155.0,2403,231.235118
210.0,2509,232.125809
155.0,2493,233.030758
180.0,2561,233.985523
535.0,4007,235.556955
120.0,2331,236.433197
360.0,3535,237.77144
80.0,1083,238.201096
185.0,2579,239.195297
105.0,2125,240.009717
330.0,2225,240.878766
210.0,2435,241.82029
210.0,2483,242.791463
110.0,2017,243.598113
235.0,2991,244.774959
135.0,2309,245.669859
50.0,1335,246.205001
410.0,2441,249.675206
90.0,1123,250.116576
120.0,2157,250.954834
210.0,2557,251.957966
80.0,1637,252.579529
165.0,2479,253.558353
210.0,2861,254.70602
60.0,1645,255.347062
175.0,2681,256.398713
45.0,1457,256.942213
80.0,1613,257.557277
210.0,2401,258.468103
105.0,1909,259.207192
185.0,2609,260.247085
210.0,2431,261.149401
55.0,1865,261.88276
110.0,2093,262.715372
120.0,2123,263.549088
110.0,1381,264.100632
55.0,1653,264.760954
110.0,1883,265.519003
105.0,1979,266.35652
215.0,2723,267.456955
305.0,2177,268.3898
35.0,1651,269.039759
110.0,2197,269.93918
180.0,2383,270.950081
110.0,2107,271.834754
210.0,2441,272.882175
185.0,2497,273.95368
105.0,2071,274.814849
135.0,2045,275.701094
80.0,1243,276.18294
260.0,2695,277.243412
120.0,1963,278.012133
110.0,1609,278.649136
210.0,2481,279.6577
265.0,2811,280.760846
190.0,2387,281.700585
490.0,3291,283.044974
210.0,2483,284.016357
85.0,1171,284.475877
150.0,2315,285.364727
105.0,1941,286.140175
80.0,1889,286.880747
135.0,2095,287.703665
105.0,1527,288.306344
75.0,1527,288.951248
30.0,1021,289.37532
90.0,1467,292.002927
180.0,2425,293.029977
80.0,1773,293.755616
110.0,1493,294.375567
35.0,1167,294.864358
215.0,2689,295.98199
50.0,1519,296.638566
205.0,2509,297.666057
110.0,1251,298.193982
90.0,1339,298.763139
65.0,1469,299.363842
110.0,2299,300.347912
230.0,4241,302.160022
210.0,2595,303.280124
330.0,3327,304.678319
90.0,1361,305.265222
125.0,1877,306.082336
145.0,2001,306.928341
120.0,2173,307.858518
30.0,1217,308.388109
440.0,2841,309.556397
160.0,2323,310.481162
315.0,2809,311.6117
145.0,1753,312.306231
110.0,1987,313.08677
290.0,2989,314.270323
210.0,1979,315.03456
65.0,1035,315.441117
215.0,2603,316.462257
210.0,1975,317.245456
330.0,3603,318.704572
85.0,1093,319.135964
50.0,1593,319.805284
240.0,2827,320.987156
160.0,1873,321.805307
135.0,2021,322.670592
125.0,1795,323.436731
615.0,3017,324.715774
145.0,1347,325.277953
120.0,2019,326.136666
110.0,1265,326.680394
125.0,1411,327.267785
150.0,1937,328.088714
180.0,2041,328.937655
120.0,2029,329.773137
180.0,2403,330.760424
125.0,1995,331.612225
340.0,2057,332.528673
310.0,3063,333.781844
155.0,2005,336.397851
80.0,1119,336.822333
135.0,1937,337.806073
230.0,2401,338.910048
65.0,1251,339.400238
50.0,1215,339.917511
215.0,3127,341.214373
55.0,1121,341.663828
70.0,1493,342.27986
60.0,1467,342.897399
120.0,1935,343.699561
80.0,1185,344.195635
75.0,1085,344.619832
215.0,3773,346.175017
125.0,1979,346.947891
170.0,2315,347.855844
45.0,1145,348.304583
240.0,2605,349.340885
115.0,2583,350.355615
110.0,1529,351.009115
210.0,2895,352.252735
110.0,1093,352.713221
55.0,1221,353.207343
400.0,2131,354.001969
60.0,1245,354.463067
180.0,1999,355.253228
120.0,1885,355.943329
135.0,2101,356.783763
150.0,2615,357.854128
180.0,2001,358.721122
225.0,2625,359.762432
85.0,1417,360.340819
155.0,2015,361.163935
85.0,2105,361.998683
80.0,1409,362.579583
70.0,1203,363.069699
235.0,1861,363.813654
330.0,3455,365.180327
130.0,2067,366.007719
110.0,1861,366.744894
180.0,2469,367.718558
45.0,1809,368.449686
55.0,1029,368.84911
75.0,1125,369.298566
295.0,3017,370.56975
75.0,1293,371.099229
180.0,1955,371.893883
225.0,1969,372.695819
130.0,1829,373.4262
155.0,1869,374.189455
75.0,1105,374.636873
470.0,2879,375.80356
195.0,2375,376.805927
80.0,1261,377.34001
50.0,1317,377.935712
320.0,3603,381.131199
395.0,2003,381.947348
250.0,2975,383.128724
125.0,2349,384.071615
110.0,2001,384.871082
120.0,1953,385.651563
120.0,1759,386.378871
100.0,1829,387.086884
225.0,2191,388.029493
210.0,2367,389.017571
135.0,1477,389.605507
210.0,2399,390.554477
110.0,2249,391.416194
110.0,1891,392.142241
160.0,2371,393.045713
165.0,1937,393.875299
265.0,3007,395.10833
115.0,1525,395.754973
65.0,1073,396.148669
160.0,2347,397.033506
230.0,2589,398.026152
120.0,1945,398.790328
210.0,2003,399.591556
35.0,1313,400.086216
250.0,2249,400.966105
210.0,2223,401.848871
80.0,1825,402.576288
290.0,3031,403.813779
370.0,2351,404.776971
50.0,1129,405.2236
170.0,2003,406.056071
155.0,2479,407.028044
75.0,1271,407.553956
125.0,1937,408.321788
105.0,1969,409.122387
330.0,3151,410.415379
45.0,1307,410.945549
155.0,2997,412.159915
230.0,2337,413.084963
255.0,3101,414.479723
45.0,1167,414.983166
185.0,2663,416.087753
315.0,4035,417.669958
210.0,2499,418.716056
120.0,2341,419.636932
225.0,2607,420.683771
180.0,2401,423.80358
155.0,2465,424.78443
120.0,1899,425.541584
110.0,2073,426.327599
255.0,3515,427.727754
400.0,2577,428.775571
260.0,3351,430.061845
155.0,2435,431.026361
110.0,1919,431.832479
110.0,1791,432.54122
105.0,1733,433.244582
105.0,1699,433.935226
410.0,2619,434.976402
45.0,1273,435.480123
105.0,1859,436.19259
180.0,1979,437.013387
40.0,1197,437.506839
210.0,2255,438.445278
105.0,2053,439.347931
140.0,1915,440.086021
180.0,1911,440.802546
80.0,1485,441.364526
270.0,2863,442.484327
180.0,2379,443.393667
235.0,3197,444.615185
105.0,1651,445.222924
225.0,2413,446.159915
290.0,3695,447.548455
180.0,1919,448.280818
180.0,2399,449.277132
110.0,2297,450.192839
65.0,1251,450.691934
325.0,2917,451.848907
295.0,3001,453.025937
255.0,3725,454.578583
155.0,1891,455.407302
245.0,2621,456.457651
185.0,2207,457.330459
55.0,1097,457.753613
140.0,2465,458.71637
210.0,2573,459.717268
50.0,1503,460.270575
215.0,2461,461.236508
290.0,2661,462.248274
245.0,2631,463.309643
180.0,1913,466.48941
85.0,1995,467.270198
210.0,2515,468.284592
105.0,2111,469.130628
460.0,3027,470.37539
245.0,2963,471.565276
110.0,1609,472.22065
120.0,2345,473.190645
275.0,2637,474.230116
155.0,2409,475.137274
330.0,2387,476.056296
230.0,2637,477.06708
155.0,2099,477.868168
210.0,2455,478.849483
340.0,3337,480.18926
505.0,3103,481.457425
160.0,2219,482.362917
115.0,1893,483.132508
100.0,1845,483.87068
150.0,2221,484.774024
135.0,1901,485.540283
230.0,3153,486.867876
205.0,2497,487.978603
185.0,2247,488.929063
20.0,1225,489.416099
225.0,2291,490.351903
460.0,3009,491.594826
105.0,1517,492.220484
185.0,2271,493.107917
480.0,4155,494.726803
470.0,2975,495.881274
120.0,2235,496.744678
215.0,2597,497.721318
370.0,2671,498.870777
180.0,2499,499.906383
180.0,2359,500.833551
380.0,2683,501.926535
180.0,2301,502.793549
325.0,2107,503.629527
180.0,2363,504.605622
165.0,2253,505.537646
180.0,1599,506.233359
210.0,2479,510.088252
315.0,3757,511.612359
735.0,3693,513.151445
20.0,1345,513.725499
75.0,1567,514.391911
155.0,2385,515.463411
180.0,2479,516.542368
110.0,2141,517.41702
110.0,1559,518.055726
225.0,4169,519.765401
420.0,3959,521.425313
305.0,2819,522.616014
185.0,1539,523.250528
120.0,2209,524.126826
90.0,1409,524.672836
420.0,4035,526.225394
595.0,4588,528.116354
210.0,2791,529.25526
210.0,2743,530.372361
215.0,2533,531.389086
215.0,2143,532.274078
535.0,3203,533.582995
280.0,2061,534.418064
110.0,2137,535.303446
405.0,2597,536.397214
110.0,2129,537.277812
65.0,1491,537.888411
65.0,1645,538.561434
215.0,3527,539.997602
315.0,3715,541.52729
410.0,2565,542.574338
230.0,3355,543.952798
575.0,3847,545.53471
490.0,2703,546.631722
100.0,2049,547.480013
305.0,2749,548.624952
155.0,2199,549.565489
200.0,2833,550.746165
105.0,1953,551.562424
185.0,2991,555.050266
115.0,1713,555.762065
410.0,2431,556.736254
630.0,3739,558.221082
225.0,2395,559.14767
180.0,2109,559.949357
80.0,1631,560.600941
240.0,2857,561.723548
380.0,2335,562.750697
440.0,2843,563.897923
180.0,2477,564.920537
155.0,2107,565.788847
205.0,2903,566.983376
115.0,1869,567.762246
550.0,3389,569.171631
290.0,3089,570.412319
230.0,3445,571.808565
330.0,3867,573.362536
255.0,2773,574.473678
295.0,3573,575.916971
210.0,2743,577.011409
255.0,2847,578.132431
485.0,2965,579.404006
435.0,4815,581.404667
250.0,3015,582.782935
165.0,3197,584.234812
285.0,2745,585.473295
110.0,1767,586.239353
430.0,3231,587.683346
135.0,2355,588.74922
235.0,3601,590.358021
425.0,3759,592.050751
145.0,1489,592.713776
320.0,3885,594.473031
180.0,2433,595.489429
170.0,2823,600.885382
210.0,2469,601.934295
230.0,3099,603.236632
395.0,3949,604.90216
255.0,3269,606.268147
280.0,2957,607.504197
300.0,3451,608.991353
215.0,2425,610.017296
330.0,3277,611.40037
190.0,3075,612.716337
370.0,2511,613.742633
385.0,3697,615.292458
335.0,3297,616.640018
255.0,3191,618.095265
260.0,3355,619.537656
270.0,2635,620.640851
275.0,3141,621.960569
335.0,4441,623.846117
665.0,4071,625.557544
190.0,2557,626.653994
345.0,3431,628.08908
400.0,2587,629.171548
200.0,2813,630.360719
430.0,3431,631.803451
190.0,2815,632.973516
250.0,2855,634.173481
155.0,2477,635.252491
420.0,4355,637.115406
285.0,3094,638.40636
340.0,3185,639.768689
140.0,2329,640.756198
265.0,2819,641.943818
155.0,1879,642.742962
255.0,2867,646.948425
140.0,2741,648.103596
260.0,3561,649.626645
115.0,2209,650.565169
155.0,2801,651.762452
80.0,1817,652.530555
185.0,2741,653.689476
240.0,2553,654.798395
265.0,2997,656.049743
370.0,2761,657.217619
120.0,2195,658.231225
300.0,3619,659.79317
185.0,2481,660.832039
175.0,3397,662.237998
230.0,2819,663.421149
160.0,2467,664.45282
400.0,4139,666.209649
300.0,2833,667.453884
565.0,2880,668.703655
610.0,3757,670.337882
200.0,1935,671.160257
475.0,3164,672.487228
295.0,3293,673.911078
310.0,2779,675.096459
420.0,3085,676.405267
265.0,2457,677.441304
500.0,2797,678.626925
270.0,3243,680.00673
295.0,3753,681.604698
440.0,3593,683.124196
420.0,4047,684.815471
355.0,4225,686.607169
260.0,2539,687.69505
435.0,3159,689.057317
435.0,2863,693.499634
60.0,1845,694.265244
540.0,4215,696.091634
485.0,3291,697.527728
805.0,4733,699.464161
230.0,2025,700.279005
315.0,3023,701.489186
365.0,3901,703.052739
355.0,3073,704.408719
360.0,4439,706.300058
180.0,2517,707.30709
580.0,4769,709.263418
260.0,2683,710.358267
335.0,3727,711.829047
635.0,4203,713.562337
290.0,3255,714.883085
315.0,3921,716.516388
390.0,4357,718.301755
285.0,3109,719.715419
270.0,2835,720.97691
515.0,3669,722.627514
495.0,3845,724.390489
335.0,2573,725.561933
345.0,2583,726.694547
425.0,4951,728.811409
420.0,4253,730.604806
255.0,1879,731.399558
425.0,4021,733.106309
530.0,3475,734.566909
540.0,2720,735.715187
495.0,3889,741.156654
285.0,3323,742.57522
535.0,4549,744.501696
290.0,3651,746.066373
535.0,3477,747.535519
265.0,3335,748.963908
540.0,4053,750.691497
230.0,3471,752.17547
315.0,3621,753.707546
495.0,3857,755.343209
340.0,3291,756.703525
320.0,2691,757.852248
825.0,4237,759.752548
630.0,5243,762.074769
340.0,3705,763.623852
755.0,4449,765.594292
590.0,4256,767.433257
345.0,2791,768.763754
435.0,4341,770.674891
550.0,3003,772.013334
140.0,2047,772.920112
570.0,4569,775.003211
445.0,3399,776.526156
285.0,3237,777.950026
315.0,3519,779.462989
490.0,2455,780.488362
250.0,3349,781.876966
350.0,2721,783.031684
335.0,3742,789.080394
345.0,3339,790.629265
300.0,3467,792.365013
260.0,3469,794.034804
395.0,3137,795.560811
345.0,3859,797.401839
625.0,4633,799.53265
540.0,3148,800.963625
265.0,2629,802.129435
340.0,2433,803.313835
150.0,2035,804.241167
340.0,3261,805.781719
400.0,3507,807.32484
290.0,2903,808.635133
515.0,2583,809.872572
370.0,3165,811.332799
360.0,2476,812.470874
365.0,3379,814.031346
275.0,3692,815.745824
365.0,4051,817.60986
345.0,3420,819.177487
295.0,3796,820.909609
545.0,4203,822.839369
450.0,2817,824.13863
370.0,3087,825.571696
725.0,3777,827.293073
255.0,2303,828.367411
215.0,2597,829.553422
650.0,4995,831.773904
575.0,4863,833.834077
210.0,2609,838.359899
295.0,3171,839.712794
505.0,3337,841.131663
395.0,3985,842.912734
315.0,3461,844.441138
325.0,3052,845.81116
455.0,4383,847.616946
450.0,4737,849.646478
425.0,5233,851.851608
70.0,1381,852.426562
510.0,3233,853.851262
335.0,3199,855.19731
315.0,3263,856.590152
800.0,5703,859.040955
175.0,1965,859.885756
675.0,6053,862.675493
375.0,2715,863.979573
555.0,3993,865.88717
335.0,3139,867.343827
600.0,5047,869.751679
340.0,3378,871.36277
205.0,3801,873.205405
280.0,3073,874.709857
345.0,2967,876.155092
335.0,2284,877.272838
265.0,2883,878.657395
220.0,2969,880.090538
355.0,3332,881.671998
280.0,2925,883.117242
515.0,3451,889.419445
490.0,2919,890.759716
335.0,2776,892.064172
415.0,4431,894.132243
520.0,5319,896.47568
315.0,2963,897.775094
340.0,3519,899.332667
325.0,3099,900.71398
145.0,2909,902.03563
220.0,3229,903.524362
310.0,2847,904.774742
625.0,3748,906.427691
215.0,2841,907.694293
580.0,3781,909.31055
280.0,3120,910.723549
340.0,2796,911.948996
290.0,2904,913.206626
380.0,2621,914.334243
315.0,3081,915.669852
200.0,2607,916.761964
240.0,3207,918.125385
240.0,2529,919.271139
290.0,2651,920.44253
270.0,3445,922.033485
455.0,3300,923.516629
480.0,3505,925.120085
470.0,3669,926.746757
320.0,3181,928.200239
410.0,3349,929.768038
695.0,4151,931.574167
320.0,3325,933.046901
285.0,2894,937.681649
350.0,3555,939.202299
195.0,2593,940.260826
140.0,2697,941.433556
125.0,2389,942.484439
530.0,4789,944.615615
230.0,2957,945.899599
360.0,3643,947.49296
515.0,2847,948.749563
280.0,3031,950.152907
325.0,3625,951.77972
375.0,3759,953.471835
335.0,3365,954.948585
670.0,3827,956.714689
360.0,2875,958.011217
435.0,3249,959.507813
300.0,2969,960.8946
350.0,2864,962.270267
320.0,3791,964.06551
230.0,2511,965.18951
330.0,3258,966.6327
465.0,4343,968.548735
290.0,3120,969.978929
440.0,2831,971.18317
940.0,5337,973.508319
290.0,3095,974.880905
460.0,2583,976.057503
295.0,2825,977.378188
480.0,3347,978.832623
425.0,4389,980.757392
250.0,3533,982.32072
635.0,3895,988.475256
860.0,4608,990.494843
485.0,4915,992.853736
465.0,3757,994.646287
305.0,2717,995.94257
345.0,2945,997.321504
775.0,5401,999.864756
395.0,3397,1001.478432
270.0,2689,1002.762856
585.0,3539,1004.44163
75.0,1715,1005.260128
390.0,3599,1007.009222
365.0,2730,1008.329784
185.0,2815,1009.702048
320.0,2497,1010.911304
335.0,2887,1012.321114
430.0,3559,1014.019073
460.0,4561,1016.170783
305.0,2809,1017.52934
485.0,4355,1019.587353
295.0,2657,1020.834219
380.0,3509,1022.48612
270.0,3059,1023.960785
305.0,2908,1025.367611
435.0,2953,1026.775023
590.0,3191,1028.295393
270.0,3227,1029.842433
475.0,3689,1031.632085
205.0,2375,1032.776098
340.0,3087,1034.275281
470.0,3637,1039.919318
140.0,2219,1040.971399
475.0,3183,1042.510114
410.0,4173,1044.534446
600.0,5615,1047.221079
375.0,2946,1048.650693
470.0,4325,1050.578526
955.0,4091,1052.380629
225.0,2525,1053.518219
570.0,4615,1055.516962
345.0,3025,1056.839918
600.0,5385,1059.211798
330.0,3243,1060.674959
550.0,3269,1062.207031
570.0,3329,1063.764178
770.0,4956,1065.936389
105.0,2027,1066.83895
405.0,3421,1068.372982
265.0,3535,1069.968731
290.0,3275,1071.40378
315.0,2644,1072.612077
550.0,4880,1074.719032
395.0,2643,1075.895826
695.0,4175,1077.878458
180.0,1943,1078.82389
605.0,5077,1081.088124
390.0,3117,1082.503413
500.0,5115,1084.808035
500.0,4703,1091.788166
395.0,2763,1093.027509
545.0,4699,1095.094599
190.0,2523,1096.290733
640.0,3801,1098.055453
350.0,2207,1099.072876
260.0,3161,1100.505589
360.0,2657,1101.695893
230.0,2671,1102.916332
675.0,5095,1105.209919
300.0,2899,1106.516829
135.0,2311,1107.554886
470.0,4475,1109.603295
280.0,2937,1110.929097
935.0,5917,1113.693129
515.0,3853,1115.498151
190.0,2757,1116.764815
395.0,3073,1118.141771
605.0,3883,1119.873281
565.0,2947,1121.183979
800.0,4577,1123.244256
245.0,3597,1124.886314
650.0,5007,1127.136111
560.0,4353,1129.113759
940.0,3931,1130.939516
740.0,4675,1133.159134
445.0,3817,1134.852605
745.0,3828,1141.840138
395.0,3487,1143.455518
635.0,2841,1144.690003
235.0,2709,1146.029082
370.0,3261,1147.553021
365.0,2626,1148.791115
545.0,4263,1150.706339
495.0,2540,1151.877987
465.0,3065,1153.257813
340.0,2643,1154.469613
395.0,4101,1156.308158
550.0,3555,1157.908568
230.0,2929,1159.282027
410.0,2425,1160.385117
325.0,3711,1162.051783
490.0,4657,1164.171844
275.0,2857,1165.538904
530.0,3053,1166.931272
495.0,3989,1168.708076
465.0,3859,1170.502964
475.0,2923,1171.828513
405.0,4618,1173.996916
380.0,3282,1175.545316
390.0,3201,1177.061078
285.0,3406,1178.64077
235.0,2843,1179.948805
530.0,3755,1181.630119
630.0,2976,1183.023811
575.0,4463,1185.206492
360.0,2989,1186.549748
390.0,3147,1192.816538
770.0,5097,1195.172928
600.0,5671,1197.826111
430.0,4697,1200.027861
460.0,4127,1202.037386
410.0,3431,1203.730155
365.0,2765,1205.074868
545.0,4620,1207.36471
855.0,6905,1210.588255
760.0,5821,1213.235549
245.0,2882,1214.563584
320.0,3249,1216.042619
615.0,3627,1217.714319
425.0,4031,1219.518897
695.0,3537,1221.084746
280.0,3086,1222.472996
290.0,2669,1223.696949
520.0,3329,1225.164931
425.0,3258,1226.605763
660.0,4417,1228.51486
505.0,3263,1230.059161
560.0,2799,1231.242074
420.0,3201,1232.682593
430.0,3035,1234.013173
470.0,4063,1235.796597
410.0,4339,1237.767648
465.0,3377,1244.078115
470.0,3787,1245.951922
