#{"t_start": 1744804027.2058632, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
630.0,4645,3679.910763
1300.0,7825,3683.950843
570.0,3486,3685.76629
540.0,3073,3687.378575
490.0,3407,3689.169971
510.0,3599,3691.047118
745.0,3322,3692.750552
575.0,4154,3694.914124
545.0,3479,3696.730369
350.0,2693,3698.158971
600.0,4397,3700.282264
1035.0,6550,3703.750644
515.0,4565,3706.021949
575.0,4355,3708.158359
1345.0,7636,3711.885872
850.0,5409,3714.574814
1405.0,7339,3718.14898
600.0,4539,3720.339699
750.0,4017,3722.259025
360.0,2249,3723.359065
545.0,3838,3725.195936
515.0,3937,3727.091741
935.0,4917,3729.487185
580.0,3434,3737.081619
600.0,4411,3739.218807
360.0,2156,3740.290741
550.0,4813,3742.689495
570.0,2938,3744.118021
1065.0,4393,3746.279506
390.0,2855,3747.625702
775.0,3529,3749.426166
610.0,3981,3751.356565
555.0,4048,3753.473925
1095.0,5643,3756.285808
605.0,3593,3758.049897
570.0,3330,3759.667991
605.0,3473,3761.417232
775.0,4410,3763.666469
605.0,4393,3765.77818
775.0,3378,3767.431087
775.0,4341,3769.551006
575.0,4241,3771.640384
360.0,3041,3773.291457
800.0,4597,3775.5861
600.0,4205,3777.652171
570.0,4729,3779.977001
410.0,3703,3781.891156
460.0,3261,3783.547108
695.0,3757,3785.376684
455.0,3485,3795.954121
515.0,3550,3797.846272
545.0,4120,3800.006142
1250.0,7047,3803.631764
430.0,3671,3805.469244
745.0,4943,3807.884865
570.0,3809,3809.834134
600.0,3671,3811.716859
570.0,4661,3814.181739
800.0,4051,3816.23504
575.0,3408,3817.955141
510.0,3307,3819.692321
570.0,4217,3821.840328
525.0,3521,3823.532469
605.0,3549,3825.297952
600.0,4137,3827.422167
500.0,3683,3829.331152
600.0,3933,3831.301357
600.0,4137,3833.34913
1300.0,7013,3836.663578
545.0,3594,3838.431777
540.0,3701,3840.220559
745.0,3642,3842.005154
600.0,4195,3844.023411
570.0,4622,3853.288647
495.0,3361,3855.060996
850.0,5271,3857.52407
510.0,3283,3859.179457
540.0,3493,3860.999972
1470.0,6985,3864.522396
770.0,4617,3866.886023
785.0,3786,3868.771648
800.0,4487,3870.937546
515.0,3669,3872.695203
575.0,3471,3874.291332
545.0,4615,3876.460548
1310.0,8719,3880.506001
450.0,3615,3882.365787
545.0,3626,3884.128232
575.0,4527,3886.278428
575.0,3671,3887.978873
605.0,3961,3889.863709
600.0,3575,3891.742209
515.0,3536,3893.489166
390.0,2971,3895.110725
520.0,3562,3896.917701
490.0,4245,3898.936683
755.0,3628,3900.641587
575.0,3600,3909.634636
475.0,3645,3911.498483
575.0,3870,3913.467336
575.0,3001,3914.93375
740.0,3771,3916.789885
575.0,3913,3918.788035
530.0,2945,3920.312851
995.0,7061,3923.725639
1190.0,5357,3926.426231
605.0,4179,3928.626007
520.0,3827,3930.530727
520.0,3453,3932.25253
540.0,3294,3933.843922
780.0,4113,3935.826226
925.0,5782,3939.216681
1375.0,9517,3943.971915
1275.0,7031,3947.462953
1085.0,5455,3950.156188
605.0,3953,3952.112638
770.0,4421,3954.405389
970.0,3826,3956.232582
575.0,3955,3958.194242
580.0,4485,3966.879985
600.0,4583,3969.099247
440.0,3193,3970.615215
775.0,3766,3972.527993
495.0,3535,3974.421336
570.0,3965,3976.491002
490.0,3535,3978.33339
545.0,3699,3980.264671
600.0,3005,3981.886103
605.0,4383,3984.185203
830.0,5213,3986.921276
600.0,3957,3988.9412
570.0,4143,3991.133858
840.0,6511,3994.557334
540.0,4664,3996.983803
320.0,2371,3998.211308
605.0,4427,4000.516667
600.0,4233,4002.693701
475.0,3133,4004.310737
470.0,3121,4005.927307
545.0,3771,4007.855685
1205.0,6843,4011.334872
1200.0,7616,4015.216015
355.0,2359,4016.38026
495.0,3945,4025.30336
510.0,3949,4027.276271
550.0,2803,4028.724485
540.0,3280,4030.351174
1200.0,7566,4034.07248
405.0,2263,4035.18441
545.0,3990,4037.112773
1375.0,7815,4040.964286
555.0,2839,4042.375286
515.0,3488,4044.111717
800.0,3393,4045.784286
1630.0,7629,4049.391139
540.0,3329,4050.971347
525.0,3831,4052.750633
600.0,3791,4054.501774
460.0,4441,4056.529883
575.0,4163,4058.60586
520.0,3307,4060.297692
1130.0,8265,4064.359325
440.0,4409,4066.465056
765.0,4771,4068.873412
600.0,3801,4070.722288
545.0,3209,4072.365528
575.0,4281,4079.977849
525.0,3895,4081.982673
600.0,4711,4084.400773
600.0,4627,4086.778294
570.0,4133,4088.913771
460.0,4145,4091.072659
600.0,3517,4092.903969
570.0,3977,4094.849733
720.0,4251,4096.916806
575.0,3227,4098.49102
605.0,3561,4100.21639
540.0,4071,4102.236174
475.0,3241,4103.891003
945.0,5907,4106.783072
575.0,3838,4108.577373
770.0,4815,4110.808016
1185.0,6971,4114.179866
420.0,3655,4115.937
575.0,4117,4117.835277
745.0,4007,4119.843975
535.0,3311,4121.4726
600.0,4359,4123.528635
600.0,4257,4125.500332
490.0,3759,4127.264231
770.0,4281,4136.89743
605.0,3983,4138.769037
345.0,2944,4140.137843
455.0,3343,4141.752105
600.0,3245,4143.246849
490.0,3695,4144.987646
460.0,2975,4146.439249
600.0,3077,4147.918897
600.0,3605,4149.674752
600.0,4155,4151.838652
600.0,2873,4153.260109
600.0,3671,4154.958209
825.0,5413,4157.53945
750.0,3668,4159.322714
600.0,4661,4161.54527
570.0,3983,4163.3898
600.0,3593,4165.054668
775.0,4281,4167.044995
480.0,3893,4168.922327
1730.0,7755,4172.751471
605.0,3785,4174.482723
600.0,4495,4176.521869
420.0,2693,4177.76927
440.0,3283,4179.387613
575.0,3386,4181.284829
600.0,3887,4183.190255
800.0,3749,4185.073579
800.0,4403,4193.188182
385.0,2263,4194.296057
505.0,3329,4195.907464
545.0,3337,4197.565386
600.0,4057,4199.634319
555.0,3329,4201.327644
510.0,3471,4203.067122
600.0,3843,4204.895648
430.0,2875,4206.334998
385.0,2561,4207.7004
600.0,3907,4209.531343
555.0,4058,4211.371449
605.0,3281,4212.929444
600.0,4749,4215.62863
800.0,3449,4217.270823
605.0,3955,4219.168669
575.0,4783,4221.621419
490.0,3889,4223.688368
600.0,4487,4226.056756
605.0,4229,4228.499758
515.0,4256,4230.714348
460.0,4041,4232.803016
605.0,3657,4234.638083
490.0,3479,4236.619973
1315.0,7751,4240.335731
545.0,3856,4242.255859
550.0,3503,4250.103977
1290.0,7577,4254.144505
600.0,3927,4256.20812
805.0,3807,4258.167279
490.0,3663,4259.97687
785.0,4753,4262.574802
515.0,3873,4264.671639
600.0,4321,4266.815807
740.0,3035,4268.337361
415.0,3211,4269.891247
905.0,5283,4272.56083
445.0,4419,4274.756019
550.0,3086,4276.260225
600.0,4791,4278.61574
610.0,3397,4280.347599
1125.0,6923,4283.831439
520.0,3587,4285.685566
570.0,4353,4288.001241
1170.0,7339,4291.749636
570.0,4815,4294.188739
1000.0,7021,4298.139125
600.0,3881,4300.039661
975.0,3216,4308.526195
715.0,4577,4310.887283
605.0,4149,4313.059533
545.0,3753,4314.844399
600.0,4223,4316.916829
575.0,3665,4318.741353
490.0,3859,4320.789429
545.0,4353,4323.049965
510.0,4443,4325.261048
740.0,6647,4328.895756
600.0,3873,4331.003454
645.0,4127,4333.090231
715.0,3978,4335.03424
750.0,3266,4336.738545
745.0,3451,4338.50799
575.0,4601,4340.936316
770.0,3590,4342.761914
340.0,3533,4344.566576
510.0,3083,4346.254335
630.0,3643,4348.213347
570.0,3738,4350.07372
515.0,3384,4351.81114
600.0,3497,4353.540139
600.0,3895,4355.539944
600.0,4315,4357.714652
725.0,4406,4365.280999
490.0,3879,4367.283161
295.0,2525,4368.532131
1125.0,6549,4371.698789
845.0,4575,4373.85359
515.0,3201,4375.474458
490.0,3235,4377.131962
570.0,4417,4379.274582
545.0,3024,4380.860845
715.0,4589,4383.153765
420.0,2323,4384.408412
495.0,3469,4386.122311
1155.0,6211,4389.211927
630.0,4383,4391.34508
545.0,3934,4393.285176
470.0,3677,4395.11258
570.0,4556,4397.423483
800.0,4233,4399.581348
525.0,3077,4401.158725
460.0,4327,4403.351604
545.0,3845,4405.304522
505.0,3557,4407.133996
600.0,3977,4409.110791
525.0,3369,4410.731881
600.0,3317,4412.373616
575.0,2910,4413.833277
435.0,3345,4421.890873
775.0,3525,4423.708757
450.0,3959,4425.696041
600.0,4323,4427.826989
545.0,3420,4429.528778
545.0,3264,4431.361115
800.0,3913,4433.398591
725.0,4569,4435.662076
540.0,3508,4437.418918
390.0,3245,4439.025194
545.0,3088,4440.537738
745.0,4045,4442.614778
545.0,3479,4444.351322
745.0,3422,4445.975526
550.0,3308,4447.610125
750.0,3365,4449.352364
520.0,3283,4451.098935
1290.0,7799,4454.899311
720.0,3549,4456.647909
365.0,2793,4458.042616
715.0,4563,4460.28876
700.0,3821,4462.133769
1390.0,6533,4465.361682
570.0,3578,4467.051237
575.0,3031,4468.67006
545.0,3372,4470.258106
315.0,2761,4471.556574
600.0,4145,4479.611331
570.0,4567,4481.875046
570.0,4027,4483.871223
1110.0,6327,4487.012023
650.0,5359,4489.69706
575.0,4408,4491.946463
580.0,4075,4493.9213
930.0,6393,4497.090575
515.0,3809,4498.980278
375.0,2220,4500.041901
800.0,3461,4501.650078
805.0,5687,4504.340384
1125.0,8313,4508.25756
570.0,4180,4510.237634
700.0,5401,4512.817807
800.0,3429,4514.435611
570.0,4076,4516.332599
1220.0,6865,4519.844066
745.0,3749,4521.835634
575.0,4225,4524.056521
770.0,4311,4526.446441
570.0,5213,4535.90374
525.0,3328,4537.654491
575.0,3382,4539.411704
1185.0,6839,4543.09525
540.0,3703,4545.022468
380.0,2744,4546.49745
550.0,3102,4548.122906
545.0,3180,4549.842788
800.0,3489,4551.725948
800.0,3541,4553.650602
600.0,3871,4555.730646
1110.0,7367,4559.539104
745.0,3365,4561.236308
695.0,3329,4562.907377
500.0,3909,4564.869363
750.0,5559,4567.65404
740.0,3493,4569.40427
465.0,3361,4571.115891
600.0,3545,4572.907995
515.0,4327,4575.053948
885.0,3903,4577.003873
600.0,3991,4578.973559
570.0,4079,4580.988202
550.0,2924,4582.469999
785.0,6049,4585.461375
750.0,3280,4594.082096
600.0,4243,4596.145473
540.0,3318,4597.872554
600.0,4121,4599.878471
1055.0,6793,4603.425231
485.0,4341,4605.745252
805.0,3853,4607.624955
600.0,4409,4609.816372
605.0,2541,4611.053829
570.0,3244,4612.750909
600.0,3567,4614.620213
805.0,4027,4616.734291
910.0,5331,4619.595762
575.0,3072,4621.223546
745.0,3952,4623.320036
545.0,3611,4625.23839
545.0,3351,4627.025105
570.0,3984,4629.106557
540.0,3621,4630.994256
570.0,4078,4633.091639
800.0,4211,4635.209676
605.0,4269,4637.303883
600.0,4267,4639.29912
600.0,5025,4641.847248
770.0,4489,4644.03548
455.0,3607,4652.675883
465.0,3699,4654.506492
745.0,5899,4657.571604
545.0,3607,4659.342929
575.0,2839,4660.728553
540.0,3763,4662.61301
570.0,4111,4664.605788
545.0,3201,4666.136692
605.0,4135,4668.215538
440.0,3571,4669.971292
715.0,3329,4671.620214
595.0,3003,4673.183367
570.0,4137,4675.365885
800.0,4049,4677.508797
520.0,3627,4679.395749
600.0,4171,4681.557035
600.0,3893,4683.605624
600.0,3845,4685.614304
980.0,3676,4687.523131
500.0,4063,4689.556151
505.0,3675,4691.347872
725.0,4651,4693.730827
520.0,3299,4695.385397
540.0,4400,4697.560925
600.0,3795,4699.43646
570.0,4205,4701.557752
800.0,4165,4708.74741
570.0,4207,4710.92175
600.0,3433,4712.733833
600.0,4655,4715.180584
1300.0,7315,4719.005832
390.0,2813,4720.498682
515.0,3521,4722.341279
870.0,5457,4725.206556
430.0,3569,4727.078533
805.0,3409,4728.818875
800.0,4139,4730.793095
800.0,4923,4733.203602
1015.0,6651,4736.477658
1065.0,5193,4739.057093
570.0,4033,4741.009245
470.0,4177,4743.017976
545.0,4234,4745.189822
600.0,4125,4747.309887
525.0,3801,4749.271296
600.0,3733,4751.250724
575.0,4123,4753.270203
805.0,4037,4755.347034
540.0,3531,4757.184417
795.0,5567,4766.93678
460.0,3709,4768.812245
800.0,4239,4770.761238
730.0,3179,4772.249286
605.0,4007,4774.124264
275.0,2851,4775.527736
1215.0,5235,4778.245306
750.0,4438,4780.5731
605.0,3755,4782.541779
670.0,3895,4784.603448
485.0,3017,4786.189416
515.0,3973,4788.223752
800.0,3915,4790.209167
600.0,3867,4792.250038
545.0,2846,4793.725981
500.0,3173,4795.358069
1170.0,7977,4799.463853
800.0,3737,4801.40107
525.0,4015,4803.480235
570.0,4058,4805.568702
1000.0,3611,4807.315261
800.0,5889,4810.180688
600.0,4599,4812.479392
325.0,2727,4813.897194
495.0,3361,4815.667477
460.0,3835,4825.915885
925.0,3649,4827.87931
900.0,5675,4830.717485
515.0,3201,4832.29822
280.0,1923,4833.285249
1080.0,7165,4837.012722
830.0,4043,4839.082081
545.0,3088,4840.670726
600.0,4203,4842.810724
1150.0,6185,4845.780821
500.0,3217,4847.363765
305.0,2589,4848.657034
600.0,4447,4850.814725
600.0,3579,4852.59507
515.0,4191,4854.745321
570.0,3976,4856.804357
495.0,3939,4858.793605
605.0,3899,4860.667866
570.0,3998,4862.624224
545.0,2896,4864.060204
750.0,3835,4865.951155
1405.0,6993,4869.500702
575.0,4171,4871.560877
430.0,2899,4873.005013
515.0,3521,4874.708787
545.0,3657,4883.147342
600.0,4007,4885.141964
500.0,3539,4886.867822
805.0,4289,4888.983751
495.0,4215,4891.066099
600.0,4489,4893.242816
680.0,4883,4895.714311
570.0,4897,4898.153701
600.0,3719,4900.002753
545.0,3296,4901.778869
570.0,4002,4903.775555
570.0,4012,4905.742004
770.0,4072,4907.762465
600.0,3989,4909.720771
575.0,3294,4911.362997
1100.0,7437,4915.063788
600.0,3667,4916.847258
515.0,3265,4918.483072
1175.0,7269,4922.086287
1015.0,6529,4925.295319
450.0,3022,4926.775413
570.0,4410,4928.933471
545.0,4641,4931.207446
510.0,3551,4938.093225
1080.0,7131,4941.683102
495.0,3761,4943.567476
735.0,2974,4945.00428
570.0,4290,4947.079158
725.0,3385,4948.675748
475.0,3769,4950.476131
600.0,3837,4952.325853
905.0,5391,4954.926373
1040.0,8058,4958.845319
800.0,4379,4960.961153
725.0,3201,4962.559646
800.0,4115,4964.653403
525.0,3029,4966.16556
975.0,6299,4969.251707
600.0,3413,4970.937423
540.0,4015,4972.928558
600.0,3451,4974.692329
545.0,3529,4976.435902
655.0,3605,4978.318612
1220.0,6753,4981.77112
610.0,4389,4983.913903
575.0,4899,4986.345731
960.0,6568,4996.011054
1010.0,6363,4999.342395
1145.0,7596,5003.070117
545.0,3386,5004.88115
800.0,3431,5006.674382
600.0,3501,5008.402373
1375.0,7722,5012.349708
600.0,3841,5014.543252
560.0,3807,5016.646866
1180.0,7257,5020.26538
520.0,4881,5022.619173
570.0,3209,5024.338655
600.0,3837,5026.292612
600.0,4469,5028.448873
745.0,3783,5030.374936
600.0,4075,5032.518568
600.0,3835,5034.460571
600.0,3829,5036.420395
185.0,1817,5037.362248
550.0,3889,5039.365209
550.0,4443,5041.712086
600.0,4005,5043.679184
485.0,4079,5050.446847
750.0,3888,5052.336743
605.0,3909,5054.242526
975.0,5739,5057.446958
780.0,4499,5059.81405
600.0,4463,5062.199836
605.0,3391,5063.874004
665.0,4091,5065.839267
1315.0,7751,5069.645838
725.0,3389,5071.298949
685.0,3987,5073.246492
500.0,4071,5075.355634
875.0,6121,5078.401914
550.0,3192,5079.972212
605.0,3795,5081.778951
580.0,4067,5083.828163
800.0,4039,5085.880359
800.0,3549,5087.682494
600.0,3685,5089.428547
545.0,4011,5091.427817
600.0,4043,5093.39746
545.0,3077,5094.935803
485.0,3587,5096.845438
815.0,5353,5099.711083
1365.0,6175,5109.521778
630.0,3933,5111.60202
1170.0,7029,5115.318822
345.0,2751,5116.736801
605.0,4011,5118.854802
570.0,3737,5120.855936
600.0,4017,5122.917775
1175.0,9076,5127.227982
960.0,6216,5130.44944
685.0,5299,5133.189273
2260.0,12505,5139.677749
575.0,3500,5141.5087
1045.0,6799,5145.030185
770.0,3287,5146.704274
545.0,3801,5148.663096
545.0,3313,5150.303647
600.0,3819,5152.228726
450.0,2395,5153.410709
550.0,3957,5155.272658
525.0,3265,5156.813837
745.0,3447,5158.516766
670.0,3367,5164.999627
600.0,4777,5167.346311
570.0,3990,5169.279091
600.0,3579,5171.013774
575.0,2817,5172.367244
525.0,4851,5174.810008
545.0,2880,5176.202127
580.0,3453,5177.863525
775.0,3922,5179.754481
800.0,3947,5181.618176
1355.0,7257,5185.042598
1095.0,8071,5188.929355
545.0,4081,5190.893919
540.0,4098,5192.838777
1295.0,7483,5196.336482
770.0,4409,5198.368695
1175.0,7333,5202.011384
770.0,4290,5204.08447
780.0,4160,5206.066587
360.0,3369,5207.676368
525.0,3115,5209.17608
720.0,3435,5210.904625
545.0,3358,5212.605956
600.0,3525,5220.772596
1260.0,6077,5223.679852
670.0,3313,5225.239673
570.0,3849,5227.047779
545.0,3152,5228.585909
605.0,3441,5230.333999
555.0,4135,5232.554747
770.0,3088,5233.98864
800.0,3357,5235.598551
540.0,3815,5237.389034
525.0,3235,5238.922797
520.0,3793,5240.709019
600.0,4385,5242.745017
600.0,3373,5244.322075
600.0,3721,5246.123279
570.0,4856,5248.586112
700.0,3377,5250.234852
600.0,3391,5251.830806
800.0,3777,5253.663143
600.0,3545,5255.446889
575.0,3996,5257.302307
520.0,3179,5258.824602
575.0,2803,5260.064535
470.0,3857,5261.823256
830.0,4105,5263.843807
575.0,3259,5265.468273
1060.0,5693,5273.640968
600.0,3531,5275.289295
495.0,3289,5276.764425
600.0,3935,5278.594208
575.0,3376,5280.201374
575.0,3763,5282.141217
600.0,3629,5283.948239
600.0,3893,5285.882148
545.0,3785,5287.752032
495.0,3601,5289.537157
605.0,4485,5291.752463
775.0,4241,5293.924073
600.0,4079,5296.102475
600.0,4253,5298.355618
470.0,3153,5300.030523
545.0,3503,5301.855209
570.0,3502,5303.698615
610.0,4017,5305.778635
525.0,3798,5307.704529
740.0,3109,5309.337902
455.0,3765,5311.249937
420.0,2947,5312.721934
600.0,3857,5314.601595
575.0,4351,5316.771801
465.0,3441,5318.47828
540.0,3445,5320.188435
1580.0,7149,5323.755818
600.0,4033,5332.110818
600.0,3925,5333.968218
545.0,4748,5336.151293
970.0,5769,5338.88823
605.0,3729,5340.701568
685.0,3641,5342.450507
575.0,4105,5344.455148
575.0,4284,5346.549617
555.0,3672,5348.329396
550.0,3963,5350.44856
485.0,2801,5351.786273
1360.0,7038,5355.307057
525.0,3360,5357.062593
515.0,2901,5358.549954
575.0,4301,5360.847893
1075.0,7693,5364.615804
525.0,2976,5366.02917
1410.0,7141,5369.414867
280.0,2513,5370.640211
490.0,3473,5372.27843
665.0,3341,5373.957102
525.0,4321,5376.155893
770.0,3955,5378.060335
495.0,3423,5379.712663
570.0,3891,5387.100722
460.0,3461,5388.838124
545.0,3571,5390.655994
725.0,2934,5392.152078
600.0,3715,5393.96116
1210.0,5685,5396.699551
540.0,3664,5398.51422
555.0,3415,5400.135008
485.0,3921,5402.077682
570.0,3664,5403.877942
605.0,3957,5405.726583
600.0,4089,5407.609256
575.0,3088,5409.092953
800.0,4021,5411.075703
770.0,3985,5413.125499
665.0,3817,5415.185449
720.0,3993,5417.271697
775.0,3364,5418.952459
600.0,4343,5421.112354
1375.0,7653,5424.91431
600.0,3129,5426.456095
550.0,3088,5427.982657
545.0,3237,5429.575869
515.0,4037,5431.570834
800.0,4113,5433.659375
575.0,3407,5440.397595
515.0,2375,5441.594882
580.0,3598,5443.366329
600.0,4259,5445.426646
460.0,3739,5447.249036
545.0,2960,5448.697243
575.0,4370,5450.80544
545.0,3308,5452.45001
600.0,4185,5454.515635
600.0,4407,5456.649302
530.0,3511,5458.320115
450.0,3511,5460.06505
800.0,3353,5461.694221
800.0,4177,5463.714139
575.0,4443,5465.9187
780.0,4495,5468.144397
775.0,4787,5470.512435
585.0,3889,5472.431612
525.0,2945,5473.875868
605.0,3839,5475.779164
545.0,3746,5477.530571
885.0,6461,5480.599256
340.0,2284,5481.781143
570.0,3358,5483.443212
655.0,3489,5485.345384
770.0,3797,5487.474764
575.0,3567,5489.208227
930.0,7621,5498.54525
520.0,3509,5500.256672
600.0,4449,5502.591287
975.0,3995,5504.552976
515.0,3249,5506.226691
460.0,4079,5508.27003
570.0,4123,5510.320081
800.0,4161,5512.487829
545.0,3545,5514.340827
485.0,3569,5516.028982
540.0,3521,5517.688874
1375.0,7142,5521.232107
745.0,3969,5523.212014
1355.0,7573,5526.739937
600.0,4609,5528.819206
745.0,4516,5531.04673
485.0,3633,5532.800708
1200.0,4679,5535.114814
755.0,4255,5537.128359
1200.0,7929,5541.148817
325.0,2349,5542.395326
295.0,3055,5543.926627
495.0,3965,5552.883325
515.0,3789,5554.777081
575.0,2725,5556.212008
545.0,4065,5558.272594
545.0,3642,5560.177725
1120.0,8175,5564.353126
895.0,6238,5567.645529
575.0,4205,5569.629267
465.0,3881,5571.490162
200.0,2497,5572.705592
800.0,4315,5574.887661
610.0,2845,5576.351367
575.0,3515,5578.12786
575.0,3345,5579.832324
555.0,3329,5581.56354
600.0,4385,5583.901641
525.0,3265,5585.631918
495.0,3329,5587.263121
545.0,3115,5588.745666
520.0,3207,5590.299101
440.0,3475,5592.112
605.0,4251,5594.227874
605.0,4697,5596.432847
395.0,2441,5597.701498
605.0,3545,5599.665928
395.0,3271,5601.434067
745.0,3102,5603.07323
600.0,3533,5610.580574
575.0,3585,5612.487745
500.0,3281,5614.134543
545.0,4082,5616.295848
605.0,3393,5618.039908
600.0,4207,5620.148841
605.0,3981,5622.12334
600.0,3753,5623.966414
465.0,3489,5625.780599
800.0,4317,5628.01641
440.0,4847,5630.436902
1095.0,6520,5633.94
800.0,3473,5635.740902
570.0,3684,5637.58982
580.0,3525,5639.402876
460.0,3185,5640.932722
540.0,4177,5642.95736
545.0,4108,5644.923312
545.0,3316,5646.533947
550.0,5312,5649.229901
1410.0,7981,5653.149688
520.0,4512,5655.38497
600.0,3881,5657.299405
605.0,4053,5659.335386
605.0,3561,5666.727656
805.0,3991,5668.651607
670.0,5705,5671.5242
600.0,3763,5673.374415
600.0,3925,5675.281303
210.0,3003,5676.873066
465.0,4507,5679.122376
550.0,3045,5680.581819
690.0,4379,5682.863614
585.0,3576,5684.641273
465.0,3943,5686.519158
515.0,3382,5688.182556
570.0,4265,5690.304916
605.0,3269,5692.024234
515.0,3345,5693.702885
1130.0,8737,5698.057477
950.0,6421,5701.462681
800.0,4153,5703.663912
520.0,3805,5705.879951
770.0,3824,5707.743821
570.0,4803,5710.041289
520.0,3047,5711.538327
575.0,4472,5714.478909
545.0,4036,5716.533274
545.0,3490,5725.771038
580.0,4337,5728.006882
805.0,3643,5729.889671
1320.0,8105,5734.141155
600.0,3437,5735.965834
670.0,3327,5737.739616
1390.0,6533,5741.219668
1345.0,6605,5744.714991
450.0,3121,5746.364952
600.0,4315,5748.532712
600.0,3749,5750.551748
800.0,6613,5754.078822
570.0,4210,5756.305614
600.0,3109,5757.951854
545.0,2967,5759.487195
580.0,3854,5761.419432
570.0,3843,5763.37877
805.0,4485,5765.757398
960.0,6479,5769.204308
575.0,3889,5771.309302
600.0,3731,5773.290005
470.0,4245,5775.576981
360.0,2785,5777.029351
1370.0,6759,5786.218652
600.0,3741,5788.208701
740.0,3985,5790.337229
605.0,4007,5792.443326
540.0,3769,5794.442275
375.0,2629,5795.850158
300.0,2220,5797.039495
600.0,3849,5799.071169
570.0,4344,5801.373102
545.0,4119,5803.529112
800.0,3705,5805.499495
865.0,6707,5809.042538
1260.0,7790,5813.090168
600.0,3945,5815.158429
575.0,3486,5816.863033
685.0,4699,5819.193922
345.0,2945,5820.741676
600.0,3221,5822.392431
605.0,4291,5824.62231
685.0,4091,5826.712831
600.0,4109,5828.837791
340.0,2455,5830.198005
600.0,3479,5831.902157
1125.0,7765,5835.754734
850.0,6947,5847.41133
800.0,4517,5849.552588
550.0,2896,5850.982636
575.0,3915,5852.899134
630.0,3743,5854.677979
485.0,2679,5855.950119
800.0,4109,5857.941994
1000.0,3221,5859.558639
600.0,3411,5861.219607
720.0,3659,5863.008958
600.0,3935,5864.906465
520.0,3157,5866.432445
630.0,4343,5868.528661
605.0,3625,5870.303476
540.0,3623,5872.047554
1180.0,6422,5875.260869
600.0,4419,5877.381492
1235.0,7353,5881.066729
570.0,3225,5882.647602
545.0,3863,5884.651364
600.0,3509,5886.468122
570.0,4077,5888.542438
600.0,3861,5890.516203
240.0,2651,5891.928102
800.0,3513,5893.652327
515.0,3580,5900.967848
520.0,3265,5902.604083
570.0,4591,5905.064258
1320.0,7453,5908.888562
550.0,2874,5910.419351
455.0,3291,5912.060393
355.0,2945,5913.698456
540.0,4297,5915.821903
800.0,3721,5917.70147
600.0,3703,5919.586965
575.0,4698,5922.149424
950.0,7353,5926.104361
605.0,2773,5927.508522
800.0,4955,5930.086828
775.0,3457,5931.789122
1045.0,6805,5935.154677
800.0,4485,5937.420839
575.0,3102,5938.985221
605.0,3625,5940.758648
1000.0,5949,5943.759981
570.0,4373,5945.858377
970.0,5295,5948.487056
600.0,3769,5950.362195
1055.0,7105,5960.7276
545.0,3393,5962.404971
1170.0,7437,5966.333939
560.0,3009,5967.860191
1200.0,6649,5971.25036
550.0,3066,5972.697865
575.0,3436,5974.365
515.0,3232,5975.928958
1285.0,6781,5979.185982
800.0,3865,5981.143956
575.0,3553,5983.075081
600.0,3179,5984.665599
780.0,3988,5986.578187
600.0,3237,5988.094022
630.0,4289,5990.245474
440.0,4099,5992.199216
495.0,3587,5993.901329
575.0,3286,5995.491325
1290.0,7111,5998.962613
515.0,3533,6000.649895
1090.0,7837,6004.640268
700.0,3233,6006.226382
525.0,3539,6014.261045
600.0,3601,6016.033482
725.0,3605,6017.719993
550.0,3969,6019.657201
505.0,3725,6021.606385
545.0,3884,6023.563924
775.0,3621,6025.422127
1125.0,6223,6028.419925
545.0,3017,6029.838081
335.0,2525,6031.108759
520.0,3728,6033.170411
545.0,3308,6034.805782
1205.0,7765,6038.574107
745.0,4201,6040.595576
600.0,4829,6042.933921
370.0,2719,6044.258286
465.0,3667,6046.008459
600.0,4929,6048.415351
740.0,4395,6050.58921
1565.0,7603,6054.427827
740.0,4561,6056.773874
600.0,4075,6058.892003
715.0,3572,6060.677359
545.0,3968,6062.614037
550.0,3135,6064.154008
600.0,4029,6072.208086
600.0,3531,6074.004521
545.0,3806,6075.941821
465.0,3255,6077.624485
545.0,4093,6079.869871
1290.0,6679,6083.341132
575.0,3945,6085.262592
520.0,3952,6087.175143
570.0,3759,6088.981453
255.0,1839,6089.900454
525.0,3605,6091.650727
525.0,3424,6093.30536
800.0,3985,6095.263898
685.0,3239,6096.855383
800.0,3875,6098.774519
550.0,3815,6100.650476
720.0,3615,6102.372962
1210.0,6551,6105.71317
240.0,2219,6106.762781
550.0,3411,6108.616377
1100.0,7847,6112.88252
575.0,3204,6114.588833
600.0,4487,6116.947575
605.0,3177,6118.644063
520.0,3363,6120.397946
715.0,3690,6129.303097
600.0,4277,6131.558056
545.0,4074,6133.671061
480.0,3077,6135.283833
490.0,4311,6137.542142
465.0,3527,6139.286945
545.0,3303,6140.946347
575.0,3231,6142.575211
545.0,3187,6144.209003
605.0,3987,6146.275202
1030.0,4661,6148.602332
600.0,4365,6150.746697
1000.0,3837,6152.619483
775.0,3320,6154.227143
600.0,4433,6156.375265
745.0,3824,6158.241785
420.0,2823,6159.605451
575.0,3581,6161.353632
525.0,3859,6163.310997
575.0,3038,6164.996327
570.0,3764,6167.067527
1375.0,6724,6170.609128
600.0,3599,6172.39884
