#{"t_start": 1744769748.434291, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
1320.0,6823,4908.336098
575.0,3552,4910.13964
570.0,4283,4912.291716
755.0,5841,4922.687556
800.0,4245,4924.861171
775.0,3159,4926.464955
600.0,4191,4928.677836
580.0,3673,4930.604416
600.0,3715,4932.613493
600.0,3991,4934.765204
970.0,3975,4936.946738
600.0,3501,4938.858663
600.0,4243,4941.247917
600.0,3045,4942.795211
775.0,3721,4944.724823
575.0,3877,4946.719521
745.0,3664,4948.655545
600.0,3767,4950.555247
545.0,4135,4952.598105
600.0,3513,4954.330464
1175.0,6520,4957.612835
945.0,3334,4959.323261
750.0,3102,4960.852566
600.0,4185,4962.925111
1280.0,7953,4966.944391
800.0,4595,4969.307059
600.0,3781,4971.303637
1330.0,6651,4980.841798
800.0,3953,4982.875229
500.0,4435,4985.103583
720.0,3705,4986.947675
745.0,3593,4988.762384
745.0,3209,4990.38406
545.0,4318,4992.535225
1230.0,7855,4996.44571
600.0,3501,4998.158931
525.0,3179,4999.793742
665.0,4835,5002.321166
580.0,3756,5004.24938
290.0,2659,5005.654927
1060.0,6855,5009.349378
570.0,4311,5011.601071
805.0,3513,5013.55466
570.0,3805,5015.600618
600.0,3641,5017.545417
555.0,3457,5019.415309
575.0,3123,5021.127464
605.0,3565,5023.082604
570.0,2967,5024.69472
540.0,3969,5026.845543
570.0,3691,5028.656197
1405.0,7311,5038.364758
515.0,3970,5040.319183
575.0,3372,5042.019661
750.0,3791,5043.931716
575.0,3773,5045.802123
600.0,3445,5047.529852
420.0,3051,5049.06676
520.0,4071,5051.097582
545.0,3052,5052.655832
600.0,3751,5054.590058
745.0,4360,5056.726084
575.0,3152,5058.358745
1130.0,7105,5061.898229
455.0,3459,5063.579133
545.0,3536,5065.304416
530.0,2220,5066.381099
600.0,3557,5068.205666
600.0,4223,5070.371586
545.0,3294,5072.029864
515.0,3648,5073.940755
1455.0,9377,5078.711023
520.0,3446,5080.379422
605.0,3383,5082.062436
700.0,3729,5083.883825
515.0,3669,5085.834057
915.0,5769,5094.005044
800.0,4293,5096.156538
800.0,3801,5098.055732
545.0,3672,5099.827382
550.0,3380,5101.46727
745.0,4070,5103.475881
570.0,3477,5105.164205
1405.0,8212,5109.207554
545.0,3500,5110.887788
605.0,3789,5112.800045
600.0,2981,5114.353951
570.0,3675,5116.276121
455.0,3059,5117.804143
600.0,4135,5119.897918
545.0,3241,5121.560726
540.0,3164,5123.193724
420.0,2883,5124.644342
990.0,6271,5127.717864
575.0,3601,5129.637727
545.0,3458,5131.384861
570.0,3803,5133.399425
1145.0,6881,5136.790706
525.0,2945,5138.23795
570.0,4487,5140.457952
545.0,3407,5142.151875
575.0,3399,5149.204215
570.0,3209,5150.840235
515.0,3524,5152.576356
515.0,3653,5154.452779
540.0,3442,5156.204058
600.0,3329,5157.974175
545.0,3543,5159.743181
575.0,2846,5161.271855
600.0,3739,5163.230319
570.0,4689,5165.763674
485.0,3705,5167.72932
605.0,3777,5169.665153
800.0,3369,5171.569868
545.0,3789,5173.544101
550.0,3797,5175.403874
600.0,3461,5177.16907
600.0,4095,5179.158952
605.0,3557,5181.009965
600.0,4107,5183.138684
750.0,3237,5184.790193
600.0,3861,5186.764462
520.0,3585,5188.617989
545.0,3720,5190.498646
575.0,2839,5191.952786
600.0,3541,5193.737135
575.0,3799,5195.590142
1125.0,6473,5198.942387
800.0,3581,5206.870139
605.0,3727,5208.847625
740.0,3484,5210.686483
600.0,3621,5212.533886
580.0,3390,5214.38169
545.0,3423,5216.177334
800.0,3349,5217.900692
570.0,3102,5219.507389
570.0,3656,5221.397239
770.0,3615,5223.239926
415.0,2789,5224.766553
870.0,5495,5227.699409
1100.0,6317,5231.110172
800.0,4091,5233.270455
945.0,6109,5236.411193
800.0,4987,5238.940711
545.0,3169,5240.548863
1375.0,7255,5244.206983
570.0,3882,5246.205856
570.0,3825,5248.136169
1320.0,7151,5251.721878
570.0,4285,5253.871035
575.0,4199,5255.966116
720.0,3733,5257.89042
545.0,4061,5267.820225
610.0,3837,5269.807715
520.0,3473,5271.577971
515.0,3563,5273.423478
545.0,2917,5274.980372
570.0,3351,5276.748615
575.0,3948,5278.766043
540.0,4081,5280.896499
545.0,3401,5282.647059
555.0,3707,5284.48328
780.0,3707,5286.390832
515.0,3476,5288.279617
545.0,3166,5289.899894
570.0,2953,5291.421257
800.0,3241,5293.109509
600.0,4045,5295.232868
755.0,4020,5297.307685
545.0,3578,5299.127391
600.0,3675,5300.938912
695.0,3505,5302.745825
575.0,3899,5304.692934
740.0,3480,5306.418547
490.0,3785,5308.384687
715.0,4247,5310.638095
420.0,2789,5312.11466
680.0,3201,5313.829502
1205.0,7053,5317.479402
545.0,3322,5325.538991
1130.0,6409,5329.146704
805.0,3859,5331.184934
515.0,3265,5332.930298
490.0,3537,5334.756441
570.0,4158,5336.886046
600.0,3647,5338.830593
805.0,3825,5340.748615
550.0,2923,5342.279374
1210.0,7015,5345.857373
955.0,6739,5349.44699
575.0,4254,5351.736071
545.0,2995,5353.303756
570.0,3551,5355.195393
1230.0,7919,5359.278226
315.0,2199,5360.458401
895.0,4735,5363.013312
570.0,3299,5364.745725
545.0,4517,5367.171572
575.0,4976,5369.739718
570.0,3835,5371.828157
570.0,3700,5373.847274
1380.0,7279,5377.786115
575.0,3653,5386.442508
715.0,3466,5388.245919
1135.0,5747,5391.305328
800.0,3883,5393.336741
1350.0,7390,5397.063383
540.0,3797,5398.997089
575.0,4378,5401.267366
515.0,3104,5402.913693
555.0,3357,5404.743107
770.0,4706,5407.352363
230.0,1955,5408.378689
805.0,3769,5410.374352
600.0,3657,5412.278819
600.0,3185,5414.023231
515.0,3644,5416.013509
540.0,4213,5418.355221
600.0,3861,5420.510543
1175.0,7487,5424.708513
775.0,4253,5427.116288
745.0,3763,5429.161931
745.0,3351,5431.123331
515.0,3578,5433.072448
545.0,4110,5435.233923
775.0,3244,5436.889831
545.0,3333,5438.700802
520.0,4313,5448.013726
545.0,3237,5449.693691
975.0,6988,5453.373112
605.0,3879,5455.360676
545.0,3258,5457.051189
570.0,3721,5459.02285
515.0,3371,5460.868068
740.0,3851,5462.93389
540.0,3544,5464.759923
520.0,3190,5466.418312
605.0,3127,5468.038946
515.0,3462,5469.898703
1465.0,6825,5473.621506
1115.0,6885,5477.376209
575.0,4231,5479.73569
955.0,3664,5481.766449
515.0,4055,5483.979679
520.0,3721,5486.048549
775.0,4062,5488.281265
740.0,3629,5490.228496
720.0,4367,5492.637072
755.0,3853,5494.814273
1190.0,5357,5497.601338
545.0,3567,5499.366852
545.0,3777,5507.265873
900.0,6033,5510.327112
480.0,3609,5512.123396
600.0,3475,5513.850248
745.0,3024,5515.34163
380.0,2651,5516.658793
550.0,3725,5518.676798
355.0,2785,5520.232179
545.0,2974,5521.767306
715.0,3733,5523.665009
575.0,4092,5525.778644
1155.0,7469,5529.594832
545.0,4297,5531.730888
575.0,3891,5533.661404
540.0,3465,5535.571846
1145.0,6563,5539.004088
1320.0,6645,5542.450409
1150.0,5031,5545.073436
1200.0,6891,5548.658156
555.0,3116,5550.307274
1145.0,6272,5553.566913
585.0,3219,5555.274323
555.0,3555,5557.242612
425.0,2422,5567.40961
740.0,3847,5569.485647
800.0,3201,5571.145027
600.0,3313,5572.854214
905.0,5251,5575.618222
585.0,3767,5577.66459
340.0,2412,5578.969561
570.0,4201,5581.088951
1080.0,5927,5584.158686
550.0,3379,5586.075561
545.0,3583,5588.008845
545.0,2922,5589.572155
915.0,3372,5591.281825
545.0,3507,5593.032619
465.0,2495,5594.372768
1350.0,7795,5598.690848
1625.0,10357,5604.301655
940.0,4633,5606.756726
360.0,2373,5608.00983
575.0,3251,5609.615376
395.0,2976,5611.164446
755.0,4599,5613.572642
550.0,3167,5615.274208
510.0,4561,5617.766029
520.0,3381,5619.625933
360.0,2481,5625.340931
805.0,3349,5627.236753
535.0,2561,5628.580355
570.0,3541,5630.332193
550.0,3593,5632.252953
320.0,2457,5633.589806
1470.0,8147,5637.883317
540.0,4521,5640.16841
570.0,3723,5642.078328
540.0,3760,5643.941902
490.0,3313,5645.646119
545.0,2782,5647.114976
575.0,4756,5649.618577
800.0,4153,5651.907199
550.0,4237,5654.226705
605.0,3853,5656.305604
545.0,2789,5657.772363
1165.0,5237,5660.531291
745.0,3564,5662.412501
575.0,3563,5664.282055
600.0,3833,5666.345108
515.0,3137,5667.934947
545.0,3002,5669.555823
505.0,3577,5671.442874
545.0,3443,5673.360532
435.0,2597,5674.679759
545.0,3159,5676.465033
800.0,3277,5678.180291
605.0,3875,5689.203582
1325.0,7385,5693.089923
800.0,3789,5695.048495
770.0,3607,5696.919635
575.0,3254,5698.612016
1180.0,6003,5701.792509
545.0,2796,5703.196786
600.0,3109,5704.789719
600.0,3133,5706.447102
1600.0,7543,5710.58988
600.0,4087,5712.813117
985.0,6087,5716.170305
80.0,1189,5716.833158
360.0,2540,5718.230925
485.0,3775,5720.225032
600.0,3365,5722.042076
600.0,3989,5724.163154
945.0,4503,5726.576212
1400.0,7899,5730.879771
600.0,3101,5732.588551
545.0,2817,5734.129449
540.0,4002,5736.259741
540.0,2241,5737.543916
545.0,3337,5739.359528
575.0,3642,5741.325433
1015.0,5463,5751.052442
545.0,3372,5752.907537
570.0,3066,5754.49181
1325.0,7539,5758.59731
575.0,2867,5760.259803
930.0,5689,5763.467699
1150.0,7487,5767.589735
575.0,2889,5769.255233
545.0,3335,5771.084531
1200.0,7765,5775.202462
815.0,6187,5778.525925
800.0,3975,5780.641508
600.0,3471,5782.503546
600.0,3585,5784.304494
1085.0,6633,5787.830382
1175.0,6623,5791.478971
575.0,4024,5793.696847
575.0,3003,5795.344646
605.0,4247,5797.690896
600.0,4081,5799.898543
605.0,3903,5802.067517
600.0,3473,5811.757741
740.0,4293,5814.139229
1065.0,7825,5818.252948
550.0,3308,5819.978079
385.0,2625,5821.40367
570.0,3560,5823.338926
715.0,3679,5825.27551
570.0,3189,5826.960788
530.0,3663,5828.865181
515.0,3371,5830.611518
600.0,3705,5832.570197
605.0,3289,5834.30794
575.0,3838,5836.306787
575.0,4113,5838.391073
520.0,2577,5839.78346
600.0,4101,5841.95649
600.0,4829,5844.411656
520.0,3258,5846.154202
1325.0,6525,5849.534628
1045.0,5767,5852.453439
545.0,3425,5854.172166
775.0,3431,5855.807139
1315.0,7643,5859.618373
575.0,4533,5861.89475
1405.0,7802,5875.51736
745.0,3379,5877.258187
490.0,2937,5878.859363
850.0,6855,5882.341262
1430.0,7349,5886.081205
520.0,3802,5888.176157
750.0,3581,5890.008663
600.0,4915,5892.573573
515.0,3574,5894.426117
545.0,3095,5896.057141
550.0,2618,5897.474098
605.0,3969,5899.520905
600.0,3635,5901.354658
315.0,2723,5902.786248
575.0,3590,5904.59261
800.0,3573,5906.44972
745.0,2953,5907.955864
550.0,3792,5909.969393
1150.0,6500,5913.32674
455.0,3265,5915.021614
285.0,3113,5916.63243
1230.0,6917,5920.305587
1205.0,6397,5923.70593
490.0,3467,5931.280942
775.0,4005,5933.369096
275.0,2965,5934.836593
545.0,3389,5936.498895
1325.0,7971,5940.505148
545.0,3578,5942.392408
545.0,2668,5943.81292
515.0,3009,5945.363399
1155.0,6812,5948.802347
680.0,4205,5950.83936
555.0,3386,5952.534629
485.0,4057,5954.636114
360.0,2199,5955.869201
545.0,4339,5958.080704
800.0,4119,5960.108857
750.0,3605,5961.971316
755.0,4137,5964.081833
770.0,3889,5965.950422
515.0,3201,5967.550758
365.0,3073,5969.083057
745.0,3934,5971.159218
545.0,3628,5972.95784
575.0,3024,5974.504706
745.0,3401,5976.23242
755.0,4462,5978.50313
565.0,3172,5980.094354
575.0,4095,5982.101501
1375.0,6550,5992.033794
605.0,3631,5993.925206
605.0,4573,5996.378716
1120.0,6513,5999.701527
1715.0,9835,6004.624413
1430.0,7119,6008.242535
1375.0,7856,6012.210932
600.0,3851,6014.111211
380.0,2497,6015.35222
775.0,3657,6017.297753
540.0,3102,6018.964054
575.0,3462,6020.809371
545.0,3719,6022.705346
600.0,4217,6025.023102
375.0,3397,6026.865326
545.0,4033,6028.985893
540.0,3668,6030.967054
600.0,4181,6033.172921
1200.0,6887,6036.812819
600.0,3885,6038.923017
1095.0,6145,6050.17929
955.0,5815,6053.166142
420.0,2730,6054.549872
570.0,3663,6056.513152
975.0,6873,6060.218365
1200.0,7889,6064.382703
755.0,3493,6066.22563
775.0,3762,6068.239777
1430.0,7457,6072.154264
800.0,4877,6074.724071
575.0,3265,6076.482724
1380.0,7061,6080.163367
520.0,3823,6082.15251
360.0,2801,6083.588327
775.0,3756,6085.505713
800.0,3597,6087.335533
570.0,3907,6089.283607
600.0,3741,6091.241817
630.0,4611,6093.548095
1230.0,6793,6097.050489
715.0,3104,6098.647516
770.0,3692,6100.55744
490.0,3573,6107.88561
745.0,3673,6109.796549
600.0,4221,6112.065147
800.0,3951,6114.105834
600.0,3857,6116.044414
600.0,3195,6117.711526
545.0,3841,6119.813582
920.0,3883,6121.820637
605.0,3423,6123.575686
545.0,3874,6125.66748
545.0,3372,6127.479632
805.0,3309,6129.250327
605.0,3535,6131.178308
805.0,3561,6133.207944
600.0,3777,6135.245622
545.0,2839,6136.798898
540.0,4351,6139.0929
570.0,4150,6141.152206
575.0,4070,6143.342672
800.0,3727,6145.375823
545.0,2995,6147.12718
1300.0,7671,6151.177592
545.0,3704,6153.180851
600.0,4021,6155.280769
575.0,2682,6156.713827
550.0,2803,6158.170179
935.0,6578,6167.921823
755.0,3811,6169.875246
1600.0,7810,6173.840207
555.0,3598,6175.775081
570.0,3745,6177.734424
860.0,5899,6180.850783
755.0,3915,6183.016693
600.0,3589,6184.948496
360.0,2405,6186.284098
1285.0,6883,6190.14694
545.0,3273,6191.931963
545.0,2839,6193.539625
575.0,4014,6195.728737
465.0,3577,6197.612668
2035.0,6831,6201.327362
600.0,4001,6203.475755
440.0,3595,6205.4121
1315.0,6899,6208.980257
605.0,4015,6211.026237
600.0,3417,6212.859961
540.0,3152,6214.549828
605.0,3173,6216.33041
1115.0,5994,6219.651012
580.0,3130,6226.989655
600.0,4175,6229.279464
945.0,3742,6231.407951
575.0,3777,6233.442605
865.0,4631,6235.791214
600.0,3597,6237.654504
1805.0,7828,6241.817503
380.0,2465,6243.135558
575.0,3869,6245.138957
805.0,3365,6246.894119
600.0,3305,6248.62401
1180.0,7889,6252.986303
545.0,3770,6254.925832
770.0,3998,6257.076582
1075.0,5523,6260.003732
485.0,3895,6261.994027
605.0,3609,6263.844425
560.0,3479,6265.653369
570.0,3710,6267.557462
510.0,4273,6269.843832
775.0,4087,6271.985295
445.0,3819,6274.019045
570.0,4129,6276.143031
745.0,3102,6277.839702
480.0,2939,6279.39779
570.0,3482,6289.25331
575.0,3334,6291.026331
355.0,2328,6292.307094
1110.0,7759,6296.570246
520.0,4029,6298.686373
1500.0,6871,6302.36706
1200.0,7082,6306.160858
540.0,4185,6308.409399
1185.0,8192,6312.625817
600.0,3889,6314.630881
890.0,4659,6317.053564
515.0,3769,6319.042445
520.0,3399,6320.812252
485.0,3137,6322.556763
725.0,3333,6324.230685
600.0,4025,6326.30743
1160.0,6695,6329.803585
385.0,2156,6330.931528
770.0,3365,6332.740146
575.0,3173,6334.439426
600.0,3687,6336.443093
390.0,2433,6337.794293
540.0,4097,6339.874161
545.0,3362,6349.529001
1205.0,6699,6352.931717
800.0,3685,6354.891999
600.0,3405,6356.700954
600.0,3669,6358.721504
685.0,3809,6360.80647
540.0,3322,6362.601759
355.0,2241,6363.820519
425.0,2829,6365.324811
340.0,2594,6366.751431
585.0,3994,6368.911818
1430.0,6173,6372.143404
680.0,4581,6374.563226
775.0,3429,6376.340954
540.0,3111,6378.005737
770.0,3598,6379.841606
600.0,4125,6382.017209
575.0,3564,6383.925753
575.0,3906,6386.044771
575.0,3735,6388.063783
605.0,4207,6390.251705
600.0,4075,6392.39403
605.0,3829,6394.384093
1230.0,6873,6398.002763
825.0,5403,6400.849718
545.0,3939,6410.748618
570.0,2938,6412.304412
545.0,3381,6414.123538
600.0,3733,6416.124614
1195.0,6796,6419.84636
465.0,3235,6421.606609
290.0,2965,6423.319662
515.0,3299,6425.12327
715.0,3434,6426.988715
1010.0,5611,6429.979635
630.0,4109,6432.232714
745.0,3227,6433.887143
1145.0,7192,6437.510463
570.0,3509,6439.249161
740.0,3830,6441.214544
575.0,3456,6442.924344
770.0,4955,6445.465871
515.0,3691,6447.302266
555.0,4163,6449.44766
585.0,4209,6451.517437
570.0,3516,6453.221639
745.0,4433,6455.390224
600.0,4411,6457.543719
1055.0,6349,6460.880884
660.0,4191,6463.090573
605.0,3835,6472.129192
575.0,3621,6474.004742
600.0,4241,6476.094718
555.0,3150,6477.717948
545.0,4097,6479.762942
600.0,3577,6481.458481
605.0,3177,6482.964662
570.0,4363,6485.0497
600.0,4017,6487.013073
1000.0,4093,6488.995285
515.0,3903,6490.989836
600.0,3873,6492.91772
545.0,3683,6494.820789
545.0,3687,6496.766125
1035.0,6120,6499.828354
540.0,3984,6501.867738
800.0,4005,6503.933124
515.0,3109,6505.591507
520.0,3881,6507.575306
605.0,3211,6509.241887
520.0,3933,6511.161511
955.0,5757,6514.094105
520.0,3263,6515.872643
575.0,3911,6517.95295
935.0,5445,6520.957638
570.0,3547,6529.112609
570.0,4307,6531.442373
575.0,3219,6533.187419
515.0,3424,6535.015174
600.0,3309,6536.723009
800.0,3989,6538.778403
575.0,3382,6540.475864
575.0,3841,6542.585137
1235.0,7229,6546.324309
555.0,3741,6548.305473
545.0,3251,6550.04207
745.0,3792,6551.928733
460.0,3843,6553.900601
545.0,3294,6555.563855
755.0,3792,6557.511085
570.0,4207,6559.642608
205.0,2439,6560.907345
580.0,3713,6562.846809
440.0,2424,6564.075908
775.0,3658,6565.975278
1080.0,6863,6569.404224
1430.0,7861,6573.470488
570.0,3768,6575.353417
1430.0,7123,6578.942793
540.0,3322,6588.187221
1115.0,5985,6591.458473
600.0,4269,6593.780766
1155.0,8255,6598.357621
775.0,2775,6599.843295
575.0,3633,6601.773588
600.0,3633,6603.688712
570.0,4847,6606.202095
570.0,3858,6608.224336
630.0,3247,6609.976496
330.0,2343,6611.26071
550.0,3189,6612.973567
800.0,4007,6615.114404
580.0,4595,6617.565645
575.0,3721,6619.52045
1380.0,8300,6623.947848
605.0,3573,6625.907531
495.0,4047,6628.114212
570.0,3803,6630.119972
1200.0,7660,6634.277685
440.0,4351,6636.699008
920.0,7014,6640.573598
575.0,4268,6651.357519
670.0,4815,6653.878192
800.0,4501,6656.156338
500.0,3867,6658.135247
600.0,3837,6660.100212
570.0,2817,6661.612209
1080.0,6973,6665.4727
455.0,3175,6667.172749
545.0,3369,6668.989059
690.0,3669,6670.953624
575.0,3820,6673.060573
555.0,3822,6675.133029
730.0,3718,6677.065102
600.0,3865,6679.002561
600.0,4393,6681.252065
575.0,3123,6682.897699
970.0,3920,6685.046863
325.0,3285,6686.821327
720.0,3755,6688.825223
570.0,3327,6690.591654
1020.0,4907,6693.213912
600.0,3359,6694.948303
545.0,3422,6696.833111
600.0,4213,6699.1484
550.0,3928,6701.338252
570.0,3032,6702.904693
515.0,3424,6711.973982
600.0,3659,6713.874513
575.0,3393,6715.793625
1230.0,6981,6719.64382
575.0,3187,6721.343528
1400.0,7679,6725.5663
520.0,4485,6727.951044
930.0,5998,6731.040619
740.0,3571,6732.817405
1430.0,7641,6736.798712
570.0,3175,6738.33752
1205.0,7239,6742.09847
545.0,3095,6743.765948
540.0,4145,6745.950263
520.0,4001,6748.013496
605.0,3889,6750.03497
1150.0,6454,6753.401086
470.0,3967,6755.41414
745.0,3401,6757.197209
550.0,3436,6759.014737
600.0,3785,6760.936128
800.0,4301,6763.064009
570.0,3436,6772.946882
490.0,3169,6774.681863
540.0,4024,6776.777457
910.0,5354,6779.603488
575.0,3280,6781.34408
1010.0,6389,6784.742666
550.0,3130,6786.339151
1545.0,5999,6789.6219
570.0,4024,6791.823331
720.0,3659,6793.751803
575.0,3363,6795.50569
550.0,3147,6797.139516
1545.0,7569,6801.236898
1440.0,8519,6805.659667
975.0,4239,6808.136695
1750.0,9695,6813.264374
605.0,3259,6815.096859
605.0,3785,6817.185752
600.0,3755,6819.287661
575.0,3510,6821.146409
1230.0,7497,6825.147428
545.0,4122,6835.611176
470.0,4107,6837.82155
525.0,3643,6839.68773
305.0,3137,6841.36276
540.0,3514,6843.282589
965.0,5157,6846.201403
745.0,4176,6848.471277
455.0,3645,6850.41644
1235.0,7049,6854.242122
745.0,3865,6856.258241
715.0,3123,6857.847468
600.0,3405,6859.620093
600.0,3865,6861.625878
570.0,4567,6864.041864
575.0,3472,6865.882865
520.0,3530,6867.748044
250.0,2601,6869.120315
600.0,3139,6870.784995
1200.0,6487,6874.129076
540.0,3343,6875.835212
550.0,3864,6877.849095
605.0,3937,6880.087449
1530.0,8499,6884.883323
855.0,5781,6888.087702
570.0,4240,6898.549999
570.0,4432,6900.921872
390.0,2827,6902.460011
1175.0,8123,6906.80153
545.0,3985,6908.975561
1155.0,7087,6912.956518
925.0,5807,6916.196074
800.0,4301,6918.555434
1160.0,5951,6921.723947
805.0,2851,6923.270883
600.0,3641,6925.197177
650.0,3265,6926.947409
1525.0,6973,6930.848589
915.0,5686,6933.8838
1120.0,6911,6937.510077
545.0,3223,6939.276201
410.0,2847,6940.82035
525.0,3386,6942.633551
1005.0,3411,6944.496055
515.0,3221,6946.199
600.0,4393,6948.616343
745.0,3408,6950.426052
1045.0,6119,6960.51874
525.0,4377,6962.833554
575.0,3467,6964.677944
1205.0,7943,6968.825903
540.0,3585,6970.663721
350.0,2873,6972.163876
550.0,3534,6974.052411
575.0,4443,6976.448818
600.0,3885,6978.634392
545.0,4183,6980.805841
570.0,3266,6982.45091
575.0,3251,6984.171826
570.0,3612,6986.050519
1140.0,6675,6989.520975
755.0,4803,6992.139873
600.0,3403,6993.87463
545.0,3301,6995.589403
490.0,3463,6997.424997
490.0,3393,6999.325862
600.0,3631,7001.335822
270.0,2583,7002.656909
545.0,3415,7004.438402
545.0,3337,7006.246023
600.0,4161,7008.509851
720.0,4513,7010.985543
715.0,3552,7020.921343
785.0,3578,7022.86221
580.0,4015,7024.996575
1230.0,6459,7028.501544
920.0,6381,7031.990504
520.0,3237,7033.660579
1430.0,8313,7037.843795
1785.0,7517,7041.917691
580.0,3645,7043.770473
600.0,3237,7045.415287
600.0,3009,7046.898701
1215.0,7479,7051.042752
1405.0,7291,7054.882145
520.0,3318,7056.646589
555.0,3815,7058.667455
600.0,3803,7060.701946
805.0,3265,7062.317801
1275.0,6975,7065.884293
500.0,4067,7068.034641
605.0,3879,7070.102989
1120.0,7815,7081.633643
515.0,3650,7083.542766
460.0,3281,7085.222193
605.0,3941,7087.220816
1340.0,7245,7091.028981
800.0,3345,7092.894639
525.0,3677,7094.961351
945.0,3927,7096.984585
600.0,3433,7098.825748
575.0,3412,7100.778686
920.0,6087,7103.974144
600.0,4573,7106.431213
540.0,3201,7108.180487
600.0,3641,7110.085584
565.0,2501,7111.363949
515.0,3481,7113.221385
545.0,3379,7114.996919
600.0,4133,7117.111271
860.0,5039,7119.769208
570.0,3844,7121.772531
575.0,3298,7123.544415
570.0,3682,7125.442287
575.0,3735,7127.342076
745.0,3671,7129.195813
570.0,3180,7130.875128
600.0,3537,7132.872009
575.0,3393,7139.800033
550.0,3045,7141.412604
750.0,3664,7143.265558
555.0,3176,7144.866086
1140.0,5629,7147.814252
540.0,3579,7149.851969
605.0,3637,7151.767275
1115.0,7515,7155.663473
600.0,3405,7157.469329
800.0,3549,7159.347564
545.0,2935,7160.849239
1175.0,6338,7164.025859
740.0,4025,7165.997836
600.0,3439,7167.915692
600.0,2853,7169.412598
545.0,3913,7171.514352
775.0,3920,7173.459265
515.0,3664,7175.231672
575.0,3399,7176.940242
545.0,3393,7178.680694
600.0,3911,7180.609029
575.0,3329,7182.42342
490.0,3281,7184.1691
930.0,5775,7187.473756
600.0,3641,7189.468895
540.0,3486,7191.297029
800.0,3585,7200.075636
770.0,3263,7201.787426
465.0,3057,7203.405645
570.0,2697,7204.81216
440.0,3135,7206.511559
540.0,3221,7208.203966
775.0,3341,7209.90496
520.0,3221,7211.645862
605.0,3345,7213.330105
600.0,4181,7215.420522
575.0,3123,7217.052434
605.0,3051,7218.752616
600.0,4305,7221.013722
550.0,3216,7222.755617
575.0,3613,7224.63097
580.0,2974,7226.201275
600.0,4081,7228.393463
1050.0,6565,7232.051957
605.0,3437,7233.798262
490.0,3509,7235.664043
725.0,3285,7237.483851
810.0,4789,7239.97726
1100.0,6071,7243.154488
515.0,3115,7244.796295
555.0,3391,7246.602513
545.0,3031,7248.179171
1535.0,9905,7260.261994
1035.0,6007,7263.420553
575.0,2938,7264.907913
545.0,3559,7266.763707
575.0,3813,7268.753778
545.0,3483,7270.669977
575.0,3836,7272.759743
1125.0,5881,7275.746521
930.0,5195,7278.60265
540.0,4491,7281.012144
745.0,3577,7282.937763
540.0,3186,7284.638132
805.0,3895,7286.65875
1175.0,7086,7290.463575
600.0,4541,7292.984942
430.0,2807,7294.462512
570.0,4457,7296.729718
1120.0,6767,7300.133996
575.0,2789,7301.609295
550.0,3550,7303.483107
570.0,3685,7305.34937
805.0,3429,7307.117601
1175.0,6907,7310.888518
565.0,2519,7320.696602
775.0,3793,7322.75479
1005.0,3765,7324.756868
540.0,3151,7326.361179
600.0,3449,7328.16863
545.0,4280,7330.444944
545.0,3535,7332.299502
545.0,3457,7334.137435
815.0,5757,7337.201624
1340.0,7273,7341.141663
605.0,4559,7343.535205
600.0,4239,7345.776576
1135.0,6921,7349.355582
855.0,6215,7352.605461
545.0,3187,7354.26385
600.0,3387,7356.051415
325.0,2634,7357.456382
605.0,3863,7359.512807
745.0,3945,7361.634195
410.0,3536,7363.499297
600.0,3109,7365.156724
775.0,3874,7367.188468
600.0,4233,7369.371029
1800.0,9711,7383.702346
905.0,6179,7387.006363
545.0,3825,7389.05418
545.0,3327,7390.889257
775.0,3401,7392.724253
770.0,3801,7394.763055
1230.0,7299,7398.663675
1160.0,5825,7401.87664
560.0,3252,7403.668598
1230.0,6495,7407.14031
715.0,3627,7409.08206
515.0,3062,7410.608069
605.0,3797,7412.423327
545.0,3265,7414.166906
515.0,3121,7415.873581
295.0,3097,7417.480314
1445.0,5395,7420.301368
730.0,3680,7422.255846
455.0,2945,7423.813686
1200.0,6758,7427.390244
600.0,3269,7429.057158
570.0,2974,7430.714508
520.0,4559,7433.143957
1295.0,7437,7446.454856
1205.0,7747,7450.430322
575.0,3684,7452.286455
1130.0,6065,7455.483857
775.0,3415,7457.389973
485.0,3649,7459.394138
545.0,2796,7460.801887
575.0,3209,7462.457359
800.0,3961,7464.408753
600.0,4015,7466.41025
1175.0,7223,7470.119751
750.0,3429,7471.861159
575.0,3827,7473.755009
520.0,3740,7475.630331
505.0,3149,7477.312143
605.0,3377,7479.045461
1100.0,7311,7482.758227
1215.0,7134,7486.563862
605.0,4061,7488.706253
745.0,4086,7490.871065
575.0,3810,7492.890027
310.0,2391,7494.211271
605.0,3865,7496.183928
575.0,4188,7504.097555
480.0,3387,7505.815476
1150.0,8235,7510.246901
1270.0,6973,7513.852
1105.0,6967,7517.464947
465.0,2536,7518.834499
965.0,5419,7521.817567
1020.0,5101,7524.571168
545.0,3163,7526.212363
575.0,3635,7528.112255
515.0,3285,7529.865376
600.0,2973,7531.490354
575.0,3372,7533.390229
580.0,4986,7536.021745
940.0,5717,7539.029124
600.0,3503,7540.886899
545.0,4568,7543.258851
515.0,4103,7545.351
600.0,4043,7547.450236
1075.0,6371,7550.796103
880.0,5695,7553.713956
640.0,3641,7555.57146
180.0,2349,7556.781787
