#{"t_start": 1744769748.434291, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
1175.0,6463,10595.93554
1290.0,6233,10599.097777
680.0,3813,10601.008018
1145.0,6153,10604.095012
745.0,2739,10605.400765
600.0,4755,10607.782182
745.0,2704,10609.201614
585.0,3907,10611.267514
545.0,3526,10613.057107
1205.0,6531,10626.139857
600.0,4275,10628.341886
600.0,4699,10630.748712
870.0,5889,10633.763384
600.0,3301,10635.48377
1150.0,6995,10639.017359
600.0,3723,10640.954984
1155.0,5351,10643.575589
1035.0,6425,10646.811823
1205.0,5945,10649.816257
520.0,3479,10651.619527
945.0,3393,10653.336361
1350.0,6957,10656.836364
295.0,2479,10658.054136
800.0,3663,10659.917881
1055.0,6070,10663.013864
955.0,4967,10665.537749
545.0,4179,10667.643303
885.0,6227,10670.854503
490.0,3469,10672.65242
1150.0,5030,10675.283826
545.0,3450,10685.640926
600.0,3095,10687.247997
1175.0,6957,10690.871735
1200.0,6376,10694.190277
1115.0,7045,10697.817097
575.0,3779,10699.835057
570.0,3152,10701.488255
600.0,3921,10703.450441
545.0,3713,10705.390117
525.0,3729,10707.288471
710.0,4931,10709.81
385.0,2405,10711.041678
575.0,3621,10712.851634
575.0,3372,10714.558862
600.0,3711,10716.431638
970.0,5120,10719.01056
1090.0,6959,10722.45132
575.0,3493,10724.268114
465.0,3247,10725.95114
770.0,3898,10728.043272
545.0,3740,10729.930859
800.0,2825,10731.378944
530.0,3616,10733.28247
575.0,3584,10735.117197
800.0,3425,10743.958884
1070.0,7031,10747.529782
605.0,3753,10749.442335
1375.0,7558,10753.438516
545.0,3500,10755.215172
740.0,3873,10757.188499
1740.0,9563,10762.140916
1145.0,5901,10765.203294
800.0,4005,10767.372735
385.0,2351,10768.625352
775.0,3865,10770.7154
575.0,4581,10773.046643
1160.0,7250,10776.756034
800.0,3417,10778.605536
570.0,3671,10780.583744
605.0,3115,10782.232492
570.0,3239,10783.934656
545.0,2924,10785.414883
775.0,3787,10787.479882
545.0,3581,10789.326464
1170.0,8058,10793.45732
555.0,3093,10795.165109
540.0,3102,10802.865705
540.0,2817,10804.370132
600.0,3641,10806.28582
570.0,4416,10808.551765
1180.0,6718,10812.049792
1130.0,5574,10814.98187
575.0,3219,10816.680843
1115.0,7321,10820.580303
1175.0,6206,10823.814228
570.0,4233,10825.98137
530.0,2987,10827.522667
800.0,3401,10829.31655
545.0,3216,10831.045843
600.0,3469,10832.891902
1165.0,6425,10836.281529
925.0,4131,10838.44628
600.0,3221,10840.106272
1095.0,6925,10843.681504
420.0,2947,10845.188085
770.0,3200,10846.822793
940.0,5797,10849.825759
775.0,4001,10851.874086
775.0,3461,10853.679694
575.0,3935,10861.565079
1365.0,8381,10865.995556
545.0,3739,10868.007244
495.0,3489,10869.858757
690.0,3815,10871.926704
1045.0,6017,10875.226859
895.0,5291,10878.108907
600.0,3471,10880.071822
1150.0,7579,10884.297446
1355.0,5640,10887.414745
545.0,3369,10889.267133
335.0,2241,10890.501166
570.0,3711,10892.449932
545.0,3209,10894.1264
550.0,3215,10895.871762
605.0,3643,10897.910553
1090.0,6365,10901.473172
770.0,3521,10903.405227
1400.0,5822,10906.613507
600.0,3557,10908.423681
715.0,3541,10910.224248
805.0,3541,10912.097052
695.0,3409,10913.927324
1300.0,5469,10925.043851
1210.0,6923,10928.66158
1330.0,8301,10933.204066
800.0,3785,10935.240831
1200.0,6247,10938.539683
575.0,3564,10940.405029
1010.0,5003,10943.031793
545.0,3393,10944.808336
1030.0,8363,10949.220052
1175.0,6605,10952.530409
1170.0,7328,10956.207683
540.0,2846,10957.680478
1230.0,6619,10961.03921
600.0,3597,10962.881525
515.0,4445,10965.164154
980.0,5025,10967.737961
980.0,5443,10970.370633
2070.0,10973,10986.121908
1500.0,8168,10990.480145
1205.0,8272,10994.846029
1090.0,7003,10998.561289
540.0,2547,10999.931926
400.0,2583,11001.278483
940.0,4155,11003.528103
1315.0,6523,11006.972036
800.0,3561,11008.77637
510.0,3563,11010.638535
570.0,2910,11012.149322
1345.0,7591,11016.218954
585.0,2618,11017.626759
1180.0,5635,11020.535063
1095.0,6359,11023.80027
1405.0,6641,11027.28135
1075.0,6097,11030.641284
750.0,3209,11032.375966
1350.0,6066,11035.567776
575.0,4255,11037.676896
1630.0,7043,11049.506659
600.0,3253,11051.203507
600.0,3239,11052.946475
800.0,3563,11054.795067
1330.0,7375,11058.737055
1505.0,8929,11063.587207
605.0,3325,11065.376645
1030.0,5749,11068.544726
1360.0,8547,11073.232163
545.0,2960,11074.870538
800.0,3853,11076.96305
1130.0,7193,11080.986763
895.0,4861,11083.635684
1275.0,7051,11087.585384
480.0,2296,11088.819393
610.0,3879,11090.948527
540.0,3152,11092.541214
1205.0,7578,11096.451013
600.0,4347,11098.673616
1430.0,7345,11110.791874
1230.0,7335,11114.645599
605.0,2881,11116.114164
1325.0,7369,11119.900505
575.0,4933,11122.561956
990.0,5127,11125.302965
1230.0,7599,11129.511849
1200.0,8305,11134.073613
1185.0,7367,11138.11807
540.0,3670,11140.07921
510.0,3181,11141.76904
1270.0,6559,11145.10858
915.0,5509,11147.944267
1430.0,6767,11151.706009
1365.0,7387,11155.482828
715.0,2934,11156.986739
575.0,3166,11158.701356
1235.0,7475,11171.392259
1110.0,5573,11174.469636
970.0,5898,11177.744603
545.0,3595,11179.736249
805.0,3397,11181.530816
600.0,3389,11183.323974
1230.0,7881,11187.455468
605.0,3953,11189.49021
1230.0,6997,11192.958541
1345.0,6897,11196.505204
600.0,3813,11198.460618
570.0,3939,11200.485805
955.0,5211,11203.186019
575.0,3975,11205.148633
1085.0,6251,11208.373946
925.0,5251,11211.057995
1200.0,6709,11214.533627
570.0,3337,11216.262692
2035.0,9871,11221.434711
1150.0,6607,11233.302109
600.0,3471,11235.107291
545.0,4008,11237.233496
1140.0,7403,11241.049701
545.0,2900,11242.61054
600.0,4139,11244.704199
1135.0,4833,11247.195759
1345.0,6837,11250.729602
545.0,3700,11252.780805
695.0,3153,11254.501351
510.0,3777,11256.460584
520.0,2976,11258.045819
600.0,3923,11260.111379
925.0,5987,11263.132444
540.0,2675,11264.478142
805.0,4045,11266.515729
600.0,3715,11268.349626
545.0,3600,11270.196983
435.0,2599,11271.494845
545.0,3059,11273.067317
1145.0,7245,11276.899571
515.0,3168,11278.574632
600.0,3809,11280.535343
1400.0,7889,11284.698139
600.0,3523,11293.932903
1490.0,8727,11298.376394
515.0,3446,11300.132756
755.0,4599,11302.489847
1180.0,6154,11305.59698
605.0,3101,11307.278337
525.0,3490,11309.02035
545.0,3316,11310.651882
1250.0,6201,11313.966237
540.0,3171,11315.690315
600.0,3773,11317.646564
1155.0,7001,11321.305813
1155.0,6839,11325.017814
600.0,3689,11326.89522
800.0,3577,11328.74201
1115.0,6603,11332.426046
1175.0,7810,11336.345898
530.0,3477,11338.122178
575.0,2906,11339.606315
745.0,3477,11341.294273
540.0,3705,11343.120545
490.0,3411,11351.233471
570.0,3305,11352.900284
540.0,3536,11354.735374
570.0,3469,11356.534761
575.0,4211,11358.778718
1230.0,6823,11362.210666
950.0,3391,11363.927368
515.0,3905,11365.961779
570.0,4134,11368.043716
970.0,4987,11370.619817
570.0,3473,11372.515783
545.0,3180,11374.203553
520.0,3860,11376.12616
1355.0,6300,11379.316244
1180.0,5981,11382.46721
570.0,3260,11384.161486
770.0,4176,11386.304827
1150.0,7023,11389.922374
580.0,3175,11391.601677
525.0,3126,11393.21087
685.0,3441,11394.995945
750.0,3408,11396.787976
1205.0,6142,11399.975963
1165.0,6797,11411.314635
770.0,3830,11413.309778
915.0,6549,11416.680344
600.0,3521,11418.446044
555.0,3929,11420.415631
540.0,4618,11422.825962
1345.0,6841,11426.241758
1020.0,5431,11428.977832
600.0,3705,11430.889491
570.0,3692,11432.880285
605.0,3817,11434.974736
800.0,4447,11437.432891
1430.0,7847,11441.463576
600.0,3593,11443.320104
1080.0,6839,11446.899953
570.0,3045,11448.532506
800.0,3709,11450.482547
555.0,3545,11452.299784
605.0,4071,11454.295614
1130.0,7429,11458.284161
1380.0,7019,11461.906094
575.0,3290,11472.537469
515.0,3659,11474.432807
600.0,3943,11476.436637
555.0,3624,11478.319396
430.0,2929,11479.765453
600.0,3779,11481.720754
755.0,3704,11483.630966
600.0,3121,11485.238126
720.0,3702,11487.09845
1200.0,7423,11490.798304
570.0,4205,11492.927351
755.0,4288,11495.050889
715.0,3433,11496.771133
360.0,2627,11498.17392
690.0,3627,11500.03073
1270.0,6121,11503.127337
475.0,4005,11505.13965
780.0,4228,11507.367223
1100.0,6753,11510.905262
680.0,3059,11512.440116
600.0,3609,11514.380922
500.0,3629,11516.195294
485.0,3313,11517.913152
745.0,3639,11519.880816
1150.0,6025,11522.878664
540.0,3504,11532.990301
785.0,4719,11535.440086
1305.0,6397,11538.861696
1005.0,4127,11541.01461
600.0,3679,11542.953992
575.0,3176,11544.587196
1040.0,6672,11548.098197
575.0,3209,11549.828158
400.0,2581,11551.199702
1120.0,6239,11554.535768
545.0,2915,11556.06422
1115.0,6941,11559.759804
775.0,3803,11561.784832
605.0,3523,11563.558048
1205.0,6617,11567.097211
410.0,2533,11568.487544
545.0,2768,11569.988458
545.0,3313,11571.762736
1235.0,5627,11574.734826
545.0,4041,11576.794172
600.0,2809,11578.213454
1435.0,6981,11581.972031
1345.0,7075,11596.479449
600.0,3981,11598.581171
600.0,3453,11600.450303
605.0,3455,11602.378606
1355.0,6951,11606.042627
575.0,3873,11608.087011
600.0,3797,11610.075793
770.0,3372,11611.872229
770.0,3419,11613.672047
545.0,3329,11615.46857
555.0,3052,11617.117839
520.0,2912,11618.698518
1585.0,8663,11623.2499
600.0,3031,11624.847268
785.0,4859,11627.571066
280.0,1817,11628.532032
600.0,3637,11630.413655
775.0,3507,11632.204285
405.0,2187,11633.401068
600.0,4137,11635.57844
1105.0,7715,11639.502888
1180.0,6631,11643.014925
545.0,3847,11644.918449
570.0,2927,11646.365963
580.0,3585,11648.175178
575.0,3052,11657.508682
515.0,3758,11659.502069
600.0,4331,11661.882212
800.0,3305,11663.550093
1340.0,6745,11667.209167
610.0,3883,11669.212429
775.0,3985,11671.269225
1200.0,6554,11674.493375
600.0,4081,11676.602895
1140.0,6603,11679.939147
1605.0,7275,11683.949765
570.0,3657,11685.798831
1180.0,6635,11689.383972
1360.0,7949,11693.439739
600.0,3881,11695.342232
1745.0,8478,11699.744289
810.0,4389,11702.039158
1310.0,6453,11705.241197
860.0,5469,11707.972152
585.0,3845,11720.264004
605.0,3359,11722.093132
470.0,3281,11723.804636
1040.0,5953,11726.843947
570.0,3294,11728.620888
960.0,6065,11731.772168
640.0,4233,11733.815575
1255.0,6348,11737.059881
570.0,3524,11738.903942
1230.0,7585,11742.685123
1070.0,7043,11746.19934
915.0,5218,11748.836623
1605.0,7117,11752.46953
610.0,3329,11754.224603
570.0,3315,11755.936114
770.0,4161,11758.128278
600.0,3969,11760.129639
570.0,3477,11761.909809
520.0,3852,11763.975994
800.0,3793,11765.89163
1200.0,7219,11769.40336
495.0,3013,11776.792283
1005.0,7037,11780.426004
600.0,4265,11782.550525
550.0,3130,11784.086086
515.0,3499,11785.860971
600.0,4673,11788.298683
545.0,3491,11789.986911
1070.0,6943,11793.609317
545.0,3109,11795.259042
545.0,3229,11796.908184
880.0,5605,11799.6996
1100.0,6495,11802.960541
1350.0,6610,11806.407672
485.0,3249,11808.080109
1145.0,6599,11811.44878
1125.0,6437,11814.761125
515.0,2787,11816.093847
770.0,3621,11817.865916
600.0,3669,11819.720004
1400.0,7345,11823.308503
805.0,3149,11824.838112
450.0,2787,11826.233829
1235.0,7241,11835.657954
755.0,3519,11837.407391
570.0,4197,11839.46315
1910.0,9233,11844.234219
1035.0,5435,11846.955154
600.0,4027,11849.096296
605.0,3461,11850.862084
1400.0,7958,11855.008007
740.0,2931,11856.593284
600.0,3309,11858.341211
600.0,3565,11860.179172
600.0,3897,11862.273404
1205.0,7428,11866.408776
510.0,3341,11868.212834
570.0,3510,11870.008241
510.0,3741,11871.799456
510.0,3604,11873.633881
570.0,3696,11875.646125
1215.0,6863,11879.358317
570.0,3732,11881.500813
935.0,5439,11884.257221
570.0,3355,11885.925366
605.0,3221,11895.640718
1300.0,6089,11898.825673
515.0,3243,11900.665762
785.0,3961,11902.722475
570.0,2711,11904.213424
1400.0,7581,11908.318428
570.0,4019,11910.375341
470.0,2545,11911.750343
1115.0,6591,11915.16709
575.0,3315,11916.911582
760.0,3193,11918.672602
1130.0,6765,11922.410405
540.0,2668,11923.735767
415.0,2441,11924.994726
350.0,2777,11926.457601
545.0,3562,11928.277497
605.0,3721,11930.14323
1175.0,7111,11933.841794
2055.0,9175,11938.588126
800.0,3983,11940.585894
1230.0,8241,11945.080577
555.0,4166,11954.846009
570.0,3963,11956.764612
1115.0,6953,11960.18712
975.0,3514,11962.043593
545.0,3315,11963.796955
575.0,4306,11965.948088
605.0,3393,11967.676509
545.0,3595,11969.535383
1000.0,3635,11971.321054
465.0,2905,11972.77512
600.0,3337,11974.578432
720.0,3733,11976.434185
1050.0,7505,11980.55378
570.0,3891,11982.503936
545.0,3262,11984.222823
600.0,3393,11986.039262
1630.0,6349,11989.43693
330.0,4495,11991.837113
510.0,3067,11993.41393
800.0,3689,11995.37444
605.0,3679,11997.331382
1080.0,5945,12000.388877
1200.0,7682,12004.261546
1125.0,7109,12013.240384
545.0,3012,12014.849264
600.0,4499,12017.184257
520.0,3243,12018.924429
255.0,2095,12020.032073
525.0,3243,12021.670853
275.0,2869,12023.159029
540.0,2945,12024.749073
740.0,3584,12026.719435
600.0,3811,12028.754345
515.0,3443,12030.44096
600.0,3339,12032.117101
1905.0,9230,12037.057735
1430.0,6577,12040.437251
600.0,4025,12042.561693
600.0,3685,12044.495701
480.0,3601,12046.350877
605.0,2861,12047.862083
480.0,2789,12049.287894
575.0,3561,12051.195476
540.0,3657,12053.247919
490.0,3507,12055.042511
300.0,2853,12056.542619
550.0,3230,12058.222698
1150.0,6848,12061.867546
555.0,3248,12063.5394
750.0,3550,12070.300926
740.0,3595,12072.189515
475.0,3523,12074.069999
570.0,3931,12076.017144
255.0,3639,12077.897599
605.0,3133,12079.500366
600.0,3397,12081.215355
975.0,4157,12083.350107
1120.0,7023,12087.095307
545.0,3423,12088.870625
1520.0,7365,12092.610002
955.0,4975,12095.178106
780.0,4871,12097.633276
570.0,3481,12099.338132
570.0,4246,12101.55665
545.0,3297,12103.234656
350.0,3507,12105.074076
600.0,4441,12107.31662
475.0,3103,12108.906634
575.0,3859,12110.900167
570.0,4239,12113.125691
605.0,3537,12115.005346
570.0,3242,12116.735012
1595.0,9675,12121.722907
600.0,3105,12131.680193
1385.0,6535,12135.193511
600.0,4199,12137.468152
610.0,3767,12139.435484
540.0,2803,12140.851497
545.0,3304,12142.57151
520.0,4253,12144.847036
575.0,3206,12146.475647
745.0,3479,12148.339452
1230.0,7883,12152.449026
580.0,2505,12153.800199
885.0,3809,12155.789034
395.0,2655,12157.11234
600.0,3841,12159.006028
805.0,3781,12161.01994
545.0,2953,12162.599238
1405.0,6334,12165.841976
540.0,3819,12167.815888
600.0,3911,12169.752887
1355.0,6683,12173.201255
540.0,3529,12175.061285
805.0,3783,12177.074042
575.0,3193,12178.705972
780.0,4413,12181.025392
605.0,3659,12182.911432
515.0,4143,12191.096684
570.0,3571,12192.931765
570.0,3538,12194.768934
490.0,3137,12196.384804
720.0,3676,12198.307512
1065.0,6865,12201.865654
1370.0,7431,12205.851507
440.0,2501,12207.255682
2060.0,10627,12212.71111
600.0,3601,12214.583918
780.0,3398,12216.413783
1175.0,6207,12219.701414
600.0,3525,12221.582742
995.0,5879,12224.686291
1130.0,5983,12227.841351
545.0,3726,12229.844566
575.0,3102,12231.459162
520.0,5206,12234.173095
285.0,2439,12235.445732
570.0,3290,12237.166612
1345.0,6561,12240.552173
605.0,4151,12249.997468
540.0,2945,12251.584301
545.0,2973,12253.166116
600.0,3943,12255.254778
520.0,3360,12257.042573
570.0,3067,12258.682858
600.0,3105,12260.364579
605.0,3969,12262.458686
1210.0,7405,12266.390383
1995.0,10219,12271.795185
545.0,2554,12273.159873
545.0,3131,12274.821444
485.0,3009,12276.370239
1510.0,8911,12281.114524
600.0,4109,12283.313451
520.0,3221,12285.095774
545.0,3321,12286.95415
540.0,3635,12288.862036
540.0,2974,12290.457152
570.0,3665,12292.471594
545.0,2981,12294.06263
570.0,3742,12296.115318
515.0,2945,12297.703232
715.0,3307,12299.454594
600.0,3565,12301.39108
570.0,3389,12303.208284
1100.0,6929,12312.813284
285.0,1851,12313.816328
770.0,2790,12315.344147
1205.0,7042,12319.156384
465.0,3795,12321.098582
545.0,4227,12323.143845
290.0,2381,12324.391159
305.0,2243,12325.650339
1015.0,5206,12328.502079
545.0,3889,12330.482023
1365.0,6411,12333.938322
600.0,3157,12335.708952
515.0,4023,12337.901922
1150.0,7263,12341.873588
1430.0,8537,12346.511396
1005.0,3633,12348.450572
1085.0,7301,12352.226315
570.0,3473,12354.0869
770.0,3548,12355.844795
515.0,3388,12357.473963
745.0,3077,12359.006786
570.0,3318,12360.727268
1035.0,7799,12370.690789
875.0,5425,12373.473932
600.0,3875,12375.502491
575.0,2924,12377.009811
570.0,2398,12378.276297
515.0,3450,12380.119983
570.0,3258,12381.893308
570.0,2540,12383.267252
775.0,3543,12385.249056
1230.0,6945,12389.071259
745.0,3693,12390.858201
575.0,4659,12393.201941
800.0,3185,12394.780997
600.0,3529,12396.615211
1230.0,8627,12400.900611
1175.0,6297,12404.107704
570.0,3369,12405.83735
1370.0,6619,12409.113291
1000.0,4053,12411.3472
2300.0,11209,12417.284048
1375.0,6851,12427.785279
540.0,3467,12429.770814
535.0,2667,12431.331187
1170.0,6356,12434.626566
545.0,2590,12435.958985
520.0,4149,12438.039014
540.0,4225,12440.282064
545.0,3027,12441.856488
600.0,3355,12443.560021
570.0,3093,12445.117281
1200.0,7527,12448.952344
1070.0,6947,12452.470483
1080.0,5753,12455.357884
780.0,5079,12457.969639
1295.0,7027,12461.645682
580.0,2604,12462.974375
695.0,4381,12465.319827
570.0,2917,12466.880593
540.0,3351,12468.710571
540.0,3045,12470.404397
570.0,2874,12471.988405
1375.0,7507,12476.110105
570.0,3301,12477.890346
1155.0,6945,12489.31018
1400.0,7822,12493.235861
1340.0,7341,12497.120491
545.0,3529,12498.997077
575.0,2924,12500.556647
545.0,2761,12502.042163
1400.0,6340,12505.512364
575.0,3800,12507.587676
770.0,3848,12509.688309
540.0,3987,12511.893731
570.0,2640,12513.365651
550.0,3487,12515.29563
600.0,3687,12517.347362
575.0,3145,12519.00184
525.0,3642,12520.9436
740.0,3081,12522.468772
570.0,3168,12524.223182
570.0,3025,12525.901755
570.0,4225,12528.196424
1015.0,7095,12532.14105
745.0,3007,12533.682383
775.0,3757,12535.535735
800.0,3945,12537.480627
600.0,3437,12539.39579
800.0,3815,12541.463387
800.0,3619,12550.681225
545.0,3063,12552.15777
545.0,3184,12553.780849
570.0,4045,12555.75981
570.0,3265,12557.416176
715.0,3385,12559.072302
600.0,3145,12560.626566
545.0,3288,12562.312662
1145.0,6467,12565.618483
605.0,3815,12567.617365
540.0,3258,12569.321753
745.0,3503,12571.047874
1170.0,8228,12575.234644
520.0,3446,12577.020169
695.0,3463,12578.716571
515.0,3190,12580.31311
515.0,3391,12582.041028
665.0,3591,12583.927296
600.0,3569,12585.765891
400.0,2289,12586.880171
525.0,2859,12588.318435
975.0,5374,12591.136582
605.0,4055,12593.232176
570.0,3045,12594.899953
715.0,3444,12596.669687
570.0,3858,12598.673321
545.0,3482,12600.535974
605.0,3331,12609.26755
1120.0,7167,12613.01686
545.0,3429,12614.870335
385.0,3535,12616.772102
525.0,3331,12618.556263
1350.0,7065,12622.357997
770.0,2981,12623.956395
600.0,3603,12625.877832
770.0,3401,12627.756055
570.0,3337,12629.470807
515.0,3569,12631.394319
545.0,2661,12632.801923
360.0,2156,12634.018929
330.0,2625,12635.432577
745.0,3305,12637.134953
600.0,3383,12638.92571
745.0,2739,12640.389385
570.0,2405,12641.716718
695.0,4095,12643.868894
570.0,3359,12645.590709
535.0,3266,12647.324161
1220.0,5295,12650.253321
800.0,5079,12652.96754
545.0,3325,12654.741853
580.0,2881,12656.38671
540.0,3456,12658.276982
540.0,3599,12660.211529
515.0,2531,12661.582653
740.0,3403,12669.574665
1145.0,6507,12673.12234
480.0,3375,12675.045961
515.0,3329,12676.780144
855.0,6999,12680.505012
555.0,2945,12682.120172
1085.0,5013,12685.006919
645.0,4323,12687.343431
570.0,4087,12689.613408
1300.0,7107,12693.508953
770.0,3891,12695.539979
1075.0,5847,12698.639921
495.0,3085,12700.285995
190.0,2021,12701.363904
570.0,3585,12703.302781
520.0,2591,12704.664832
570.0,3477,12706.479223
1405.0,6096,12709.716664
545.0,3731,12711.765366
575.0,3898,12713.822636
600.0,3049,12715.436728
570.0,3132,12717.055633
540.0,2853,12718.599179
800.0,3817,12720.69863
800.0,3819,12722.731548
575.0,2810,12731.731326
570.0,3709,12733.693817
1295.0,7103,12737.504896
515.0,3371,12739.377253
435.0,3015,12740.920756
545.0,3223,12742.582092
1200.0,6957,12746.133494
1045.0,6015,12749.271243
575.0,3647,12751.230123
570.0,3329,12753.05194
770.0,3497,12754.917977
575.0,3283,12756.65272
1120.0,6715,12760.216634
1030.0,5977,12763.47845
425.0,2765,12764.942267
540.0,2992,12766.498575
600.0,3761,12768.406979
1375.0,6671,12772.005736
575.0,3431,12773.877907
725.0,3063,12775.498363
510.0,3613,12777.469024
600.0,3581,12779.413811
570.0,3327,12781.213534
545.0,4199,12783.383248
1400.0,6639,12793.264761
545.0,3095,12794.910061
545.0,2860,12796.453408
1170.0,6825,12800.023995
1345.0,7435,12803.895277
600.0,3559,12805.82299
420.0,2156,12807.051387
605.0,4435,12809.49163
750.0,3708,12811.519258
545.0,3165,12813.225748
570.0,3721,12815.260777
1085.0,6297,12818.624705
570.0,3815,12820.63955
570.0,4156,12822.984462
545.0,3971,12825.209872
1175.0,6940,12829.041743
525.0,3295,12830.87416
1215.0,6076,12834.194655
745.0,3551,12836.06831
570.0,3735,12838.011095
600.0,3329,12839.706513
755.0,5429,12842.836796
155.0,1859,12843.90731
715.0,3537,12851.907217
600.0,4109,12854.087386
600.0,3557,12855.978266
445.0,3031,12857.620867
1175.0,8315,12862.038306
600.0,3181,12863.664221
490.0,2969,12865.205179
745.0,3882,12867.209822
445.0,3221,12868.952684
1125.0,6439,12872.339184
575.0,3792,12874.270915
570.0,2853,12875.795931
495.0,3207,12877.479412
550.0,2817,12878.966317
570.0,3604,12880.835184
1695.0,9563,12886.000778
540.0,4013,12888.179786
570.0,3378,12889.868059
655.0,2113,12891.044667
570.0,3131,12892.634025
570.0,3468,12894.549732
1335.0,6493,12898.20838
475.0,2977,12899.810302
520.0,3115,12901.357256
1050.0,6082,12904.520367
755.0,3280,12911.594226
770.0,2969,12913.210476
540.0,3619,12915.14938
575.0,3303,12916.876627
500.0,2769,12918.343884
1330.0,5515,12921.260788
450.0,2897,12922.764165
600.0,2829,12924.24545
600.0,3209,12925.934459
460.0,3781,12927.925679
575.0,3569,12929.863204
600.0,3087,12931.4789
1175.0,6805,12935.176316
750.0,2462,12936.551857
685.0,3701,12938.540543
235.0,2159,12939.750858
440.0,3005,12941.345974
1230.0,6315,12944.767506
750.0,4199,12947.066935
365.0,2156,12948.243348
720.0,4027,12950.32122
440.0,3255,12952.154355
1095.0,7161,12956.012577
515.0,4013,12958.063269
515.0,3581,12960.001622
1925.0,7451,12973.863268
855.0,6213,12977.176573
960.0,5693,12980.185008
550.0,2881,12981.709039
745.0,3376,12983.494903
1155.0,7350,12987.498163
545.0,4133,12989.645364
330.0,2485,12990.938951
575.0,3937,12993.062884
1155.0,7237,12996.968503
605.0,3053,12998.646105
515.0,3349,13000.430657
1370.0,7621,13004.274976
1405.0,6911,13007.855367
570.0,3781,13009.868628
800.0,3851,13011.815675
550.0,4145,13013.986082
605.0,3489,13015.792435
1405.0,7397,13019.71901
740.0,3671,13021.611622
570.0,3494,13023.40151
540.0,3583,13025.318777
430.0,3639,13036.326485
600.0,4267,13038.575146
735.0,4203,13040.84281
1145.0,7027,13044.725205
1545.0,7310,13048.814396
1605.0,7160,13052.753247
575.0,3365,13054.728648
1940.0,8151,13059.304521
545.0,3193,13061.079807
545.0,3461,13062.986699
1175.0,5714,13066.110786
1065.0,5196,13068.979574
605.0,3431,13070.852965
1230.0,7693,13075.02204
575.0,3628,13077.073388
800.0,4157,13079.400251
1015.0,6309,13082.85501
540.0,2962,13084.49405
475.0,3341,13086.330501
1585.0,6544,13089.912425
605.0,3377,13099.298997
550.0,4357,13101.645726
2110.0,12392,13107.803785
575.0,4183,13110.082678
1345.0,7204,13114.020117
1155.0,7436,13118.091676
800.0,4597,13120.569144
745.0,3627,13122.606104
1345.0,7523,13126.500616
530.0,3175,13128.080357
520.0,4159,13130.125633
555.0,3265,13131.740252
545.0,3412,13133.476761
1325.0,6789,13136.759325
300.0,2895,13138.160866
515.0,3685,13140.125863
600.0,3899,13142.125091
1205.0,7157,13145.675685
1200.0,7044,13149.277997
1630.0,7223,13160.509415
510.0,3533,13162.288327
540.0,3180,13163.982636
1155.0,6509,13167.382256
600.0,3753,13169.179527
530.0,4000,13171.1971
600.0,4043,13173.284957
415.0,2359,13174.51421
575.0,3308,13176.207112
545.0,3486,13178.000137
1170.0,7331,13181.641348
1375.0,6767,13185.206737
570.0,3727,13187.018654
745.0,3631,13188.860172
540.0,3237,13190.613208
545.0,2746,13191.998929
545.0,3095,13193.556009
1175.0,6584,13196.977489
540.0,3244,13198.669001
775.0,3934,13200.823255
435.0,2697,13202.275043
545.0,3848,13204.316794
445.0,3233,13206.040965
570.0,3329,13207.809427
1425.0,6166,13219.251768
545.0,2960,13220.798629
545.0,4123,13222.976789
1295.0,6295,13226.283037
1325.0,6021,13229.28119
545.0,3897,13231.271246
430.0,3352,13232.939226
1030.0,6222,13236.2862
1560.0,10063,13241.666946
600.0,4433,13244.003057
600.0,3685,13245.901277
1805.0,7276,13249.786737
600.0,3369,13251.594203
1155.0,6989,13255.177387
570.0,3732,13257.177024
805.0,3849,13259.173087
1605.0,7629,13262.986519
1200.0,7589,13267.066908
740.0,3703,13269.046728
600.0,3427,13270.823837
380.0,2195,13280.943262
1070.0,6243,13284.209361
1200.0,4325,13286.400557
600.0,3755,13288.334815
805.0,3849,13290.348948
515.0,3418,13292.174075
1150.0,6233,13295.472453
605.0,3821,13297.51741
905.0,5865,13300.561516
1430.0,7145,13304.418967
545.0,2976,13305.990111
1375.0,6349,13309.316776
1165.0,4807,13311.958807
570.0,4147,13314.16925
750.0,4357,13316.592771
400.0,2655,13318.110532
605.0,3509,13319.94576
1280.0,6539,13323.525206
540.0,3681,13325.341436
575.0,3536,13327.208913
545.0,3500,13329.08367
770.0,3370,13330.809722
1295.0,6371,13341.656691
690.0,3137,13343.426561
800.0,4131,13345.758234
970.0,6622,13349.237787
520.0,3433,13351.149172
600.0,3573,13353.15833
575.0,3251,13354.963856
600.0,3153,13356.598951
600.0,4507,13358.865889
2185.0,10381,13364.095426
575.0,3593,13365.899464
1240.0,5613,13368.968211
1070.0,6991,13372.58387
600.0,3741,13374.482489
540.0,3743,13376.380761
750.0,3140,13377.918315
1085.0,5591,13380.917265
540.0,2953,13382.489023
1230.0,6865,13385.962843
570.0,4638,13388.461082
1100.0,6081,13391.637893
545.0,3397,13393.383385
1800.0,8808,13406.173594
520.0,3747,13408.071141
1190.0,5934,13411.095931
1405.0,7305,13415.032474
570.0,2554,13416.435393
1095.0,7419,13420.355644
1175.0,8450,13424.800019
545.0,3443,13426.641439
1000.0,5836,13429.764729
